Player,Age,Tm,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,W/L%,playoffs,seed,Share,Rank,got_votes,is_mvp,gp_pct,point_lead_count_wins,rebound_lead_count_wins,assist_lead_count_wins,point_lead_count_losses,rebound_lead_count_losses,assist_lead_count_losses,point_lead_count_total,rebound_lead_count_total,assist_lead_count_total,pra,total_pra,total_prank,pra_rank
Tracy McGrady,22,ORL,38.3,7.9,5.3,1.6,1.0,25.6,20.9,0.5,3.7,0.4,0.5,0.7,2.5,1.8,25.1,0.5,31.1,5.9,11.5,11.5,25.8,2.1,1.8,9.4,0.2,6.0,2002,15.8,0.5,1,4,0.3,4.0,1,0,0.9,31.0,24.0,20.0,24.0,13.0,8.0,55.0,28.0,37.0,75.0,111.0,274.0,51.5
Alonzo Mourning,29,MIA,34.8,9.5,1.6,0.5,3.7,21.7,15.0,0.6,0.1,0.0,0.6,0.7,2.7,3.9,25.8,0.6,28.1,4.6,12.9,15.9,8.7,0.8,7.8,13.1,0.2,4.6,2000,15.3,0.6,1,2,0.3,3.0,1,0,1.0,28.0,29.0,0.0,20.0,18.0,0.0,48.0,0.0,47.0,57.0,48.0,933.5,169.5
Kobe Bryant,33,LAL,38.5,5.4,4.6,1.2,0.3,27.9,23.0,0.4,4.9,0.3,0.5,0.8,3.5,1.8,21.9,0.5,35.7,2.4,6.2,7.8,23.7,1.6,0.6,11.7,0.1,2.3,2012,11.5,0.6,1,3,0.3,4.0,1,0,0.9,25.0,1.0,13.0,14.0,1.0,9.0,39.0,22.0,2.0,39.0,83.0,474.5,434.5
Dirk Nowitzki,26,DAL,38.7,9.7,3.1,1.2,1.5,26.1,18.5,0.5,2.9,0.4,0.5,0.9,2.3,2.8,26.1,0.6,28.7,5.9,15.6,14.0,14.3,1.7,2.9,9.1,0.2,5.7,2005,15.5,0.7,1,3,0.3,3.0,1,0,1.0,40.0,28.0,11.0,17.0,8.0,4.0,57.0,15.0,36.0,79.0,87.0,435.0,35.5
Tony Parker,29,SAS,32.1,2.9,7.7,1.0,0.1,18.3,14.8,0.5,1.0,0.2,0.5,0.8,2.6,1.3,22.0,0.5,27.7,1.8,7.1,5.1,40.3,1.5,0.2,13.1,0.2,1.7,2012,11.7,0.8,1,1,0.3,5.0,1,0,0.9,16.0,0.0,32.0,4.0,0.0,8.0,20.0,40.0,0.0,48.0,100.0,351.0,280.0
Russell Westbrook,26,OKC,34.4,7.3,8.6,2.1,0.2,28.1,22.0,0.4,4.3,0.3,0.5,0.8,4.4,2.7,29.1,0.5,38.4,7.6,10.6,11.4,47.0,3.0,0.5,14.3,0.2,11.0,2015,18.2,0.5,0,8,0.3,4.0,1,0,0.8,28.0,6.0,34.0,17.0,4.0,24.0,45.0,58.0,10.0,68.0,161.0,55.5,86.0
Dwight Howard,23,ORL,35.7,13.8,1.4,1.0,2.9,20.6,12.4,0.6,0.0,0.0,0.6,0.6,3.0,3.4,25.4,0.6,26.1,4.6,13.8,21.8,7.3,1.4,5.9,15.1,0.2,4.4,2009,19.1,0.7,1,3,0.3,4.0,1,0,1.0,28.0,47.0,4.0,11.0,20.0,0.0,39.0,4.0,67.0,79.0,47.0,953.0,35.5
Karl Malone,36,UTA,35.9,9.5,3.7,1.0,0.9,25.5,18.0,0.5,0.1,0.2,0.5,0.8,2.8,2.8,27.1,0.6,31.9,6.6,15.3,16.1,20.9,1.4,1.9,11.4,0.2,6.9,2000,15.1,0.7,1,3,0.3,4.0,1,0,1.0,47.0,32.0,3.0,19.0,17.0,5.0,66.0,8.0,49.0,82.0,82.0,486.5,30.0
Tim Duncan,28,SAS,33.4,11.1,2.7,0.7,2.6,20.3,15.8,0.5,0.1,0.3,0.5,0.7,1.9,2.2,27.0,0.5,28.9,4.7,11.2,19.4,16.1,1.1,5.7,9.3,0.2,6.4,2005,17.1,0.7,1,2,0.3,4.0,1,0,0.8,25.0,41.0,4.0,8.0,9.0,0.0,33.0,4.0,50.0,70.0,41.0,1121.0,75.5
Joakim Noah,28,CHI,35.3,11.3,5.4,1.2,1.5,12.6,10.0,0.5,0.0,0.0,0.5,0.7,2.4,3.1,20.0,0.5,18.7,6.1,11.2,18.2,26.4,1.9,3.3,17.0,0.2,6.6,2014,19.4,0.6,1,4,0.3,4.0,1,0,1.0,7.0,31.0,20.0,3.0,18.0,12.0,10.0,32.0,49.0,58.0,74.0,563.0,153.5
Chris Paul,27,LAC,33.4,3.7,9.7,2.4,0.1,16.9,12.2,0.5,3.3,0.3,0.5,0.9,2.3,2.0,26.4,0.6,22.6,5.6,13.9,6.7,46.5,3.8,0.4,13.7,0.3,7.5,2013,15.9,0.7,1,4,0.2,4.0,1,0,0.9,18.0,0.0,46.0,6.0,0.0,18.0,24.0,64.0,0.0,64.0,152.0,78.5,101.5
Peja Stojakovic,26,SAC,40.3,6.3,2.1,1.3,0.2,24.2,17.1,0.5,6.8,0.4,0.6,0.9,1.9,2.0,21.8,0.6,23.9,4.7,13.5,8.8,9.1,1.7,0.3,8.9,0.2,3.7,2004,9.9,0.7,1,4,0.2,4.0,1,0,1.0,40.0,10.0,0.0,13.0,3.0,2.0,53.0,2.0,13.0,50.0,57.0,784.5,249.5
Tim Duncan,30,SAS,34.1,10.6,3.4,0.8,2.4,20.0,14.1,0.5,0.1,0.1,0.5,0.6,2.8,2.5,26.1,0.6,27.9,6.3,13.0,18.8,18.8,1.3,5.1,14.0,0.2,7.1,2007,17.2,0.7,1,3,0.2,4.0,1,0,1.0,20.0,43.0,8.0,7.0,21.0,8.0,27.0,16.0,64.0,71.0,59.0,753.5,69.0
Damian Lillard,27,POR,36.6,4.5,6.6,1.1,0.4,26.9,19.4,0.4,8.6,0.4,0.5,0.9,2.8,1.6,25.2,0.6,30.6,5.9,12.6,6.6,30.9,1.4,0.8,11.1,0.2,6.7,2018,12.6,0.6,1,3,0.2,4.0,1,0,0.9,28.0,1.0,38.0,22.0,2.0,23.0,50.0,61.0,3.0,67.0,172.0,35.0,90.0
Tim Duncan,23,SAS,38.9,12.4,3.2,0.9,2.2,23.2,17.3,0.5,0.1,0.1,0.5,0.8,3.3,2.8,24.8,0.6,28.7,5.9,13.0,18.1,15.5,1.2,4.0,13.5,0.2,6.1,2000,18.7,0.6,1,4,0.2,5.0,1,0,0.9,30.0,36.0,6.0,16.0,15.0,3.0,46.0,9.0,51.0,72.0,64.0,684.5,64.0
Allen Iverson,29,PHI,42.3,4.0,7.9,2.4,0.1,30.7,24.2,0.4,4.5,0.3,0.5,0.8,4.6,1.9,23.2,0.5,35.0,5.0,9.0,5.3,37.6,2.9,0.2,13.7,0.1,4.3,2005,14.4,0.5,1,7,0.2,5.0,1,0,0.9,37.0,3.0,38.0,29.0,3.0,29.0,66.0,67.0,6.0,78.0,200.0,4.0,40.5
Kobe Bryant,25,LAL,37.6,5.5,5.1,1.7,0.4,24.0,18.1,0.4,3.3,0.3,0.5,0.9,2.6,2.7,23.7,0.6,29.1,4.7,10.7,8.3,24.4,2.4,0.8,10.8,0.2,5.7,2004,12.7,0.7,1,3,0.2,5.0,1,0,0.8,27.0,3.0,20.0,9.0,4.0,7.0,36.0,27.0,7.0,50.0,90.0,414.0,249.5
Chris Paul,23,NOH,38.5,5.5,11.0,2.8,0.1,22.8,16.1,0.5,2.3,0.4,0.5,0.9,3.0,2.7,30.0,0.6,27.5,10.0,18.3,8.7,54.5,3.9,0.3,13.5,0.3,11.2,2009,19.4,0.6,1,7,0.2,5.0,1,0,1.0,26.0,7.0,47.0,16.0,2.0,31.0,42.0,78.0,9.0,80.0,198.0,5.5,32.0
Kevin Durant,22,OKC,38.9,6.8,2.7,1.1,1.0,27.7,19.7,0.5,5.3,0.3,0.5,0.9,2.8,2.0,23.6,0.6,30.6,3.7,12.0,10.3,13.2,1.5,1.8,10.6,0.2,2.9,2011,11.6,0.7,1,4,0.2,5.0,1,0,1.0,38.0,12.0,1.0,17.0,6.0,0.0,55.0,1.0,18.0,51.0,57.0,784.5,234.0
Anthony Davis,21,NOP,36.1,10.2,2.2,1.5,2.9,24.4,17.6,0.5,0.2,0.1,0.5,0.8,1.4,2.1,30.8,0.6,27.8,5.7,14.0,16.1,11.6,2.1,6.2,6.3,0.3,7.1,2015,16.8,0.5,1,9,0.2,5.0,1,0,0.8,27.0,21.0,2.0,19.0,20.0,2.0,46.0,4.0,41.0,50.0,54.0,831.0,249.5
Kobe Bryant,34,LAL,38.6,5.6,6.0,1.4,0.3,27.3,20.4,0.5,5.2,0.3,0.5,0.8,3.7,2.2,23.0,0.6,31.9,5.1,10.9,7.9,29.7,1.8,0.6,13.3,0.2,4.7,2013,13.3,0.5,1,7,0.2,5.0,1,0,1.0,26.0,1.0,24.0,31.0,1.0,12.0,57.0,36.0,2.0,51.0,129.0,156.0,234.0
Gary Payton,31,SEA,41.8,6.5,8.9,1.9,0.2,24.2,20.3,0.4,6.3,0.3,0.5,0.7,2.7,2.2,23.6,0.5,26.8,7.6,13.9,8.5,37.7,2.3,0.4,10.8,0.2,6.8,2000,17.5,0.5,1,7,0.1,6.0,1,0,1.0,29.0,6.0,42.0,23.0,5.0,29.0,52.0,71.0,11.0,77.0,194.0,8.0,44.5
Shaquille O'Neal,31,LAL,36.8,11.5,2.9,0.5,2.5,21.5,14.1,0.6,0.0,,0.6,0.5,2.9,3.4,24.4,0.6,26.3,4.6,9.9,17.7,14.8,0.7,5.0,13.5,0.2,5.4,2004,17.4,0.7,1,3,0.1,6.0,1,0,0.8,20.0,35.0,6.0,8.0,13.0,2.0,28.0,8.0,48.0,61.0,44.0,1032.5,126.5
LeBron James,22,CLE,40.9,6.7,6.0,1.6,0.7,27.3,20.8,0.5,4.0,0.3,0.5,0.7,3.2,2.2,24.5,0.6,31.0,7.6,13.7,9.6,29.1,2.1,1.3,11.5,0.2,7.4,2007,15.0,0.6,1,2,0.1,5.0,1,0,1.0,37.0,6.0,27.0,26.0,4.0,22.0,63.0,49.0,10.0,70.0,161.0,55.5,75.5
Kevin Garnett,24,MIN,39.5,11.4,5.0,1.4,1.8,22.0,18.2,0.5,0.8,0.3,0.5,0.8,2.8,2.5,23.9,0.5,27.0,6.2,11.8,16.4,21.8,1.8,3.2,12.0,0.2,5.7,2001,19.6,0.6,1,8,0.1,5.0,1,0,1.0,27.0,36.0,12.0,24.0,27.0,5.0,51.0,17.0,63.0,75.0,85.0,454.0,51.5
Kevin Durant,27,OKC,35.8,8.2,5.0,1.0,1.2,28.2,19.2,0.5,6.7,0.4,0.6,0.9,3.5,1.9,28.2,0.6,30.6,6.4,14.5,12.4,24.2,1.3,2.5,13.5,0.3,7.9,2016,15.4,0.7,1,3,0.1,5.0,1,0,0.9,39.0,15.0,7.0,16.0,4.0,3.0,55.0,10.0,19.0,61.0,75.0,549.5,126.5
Allen Iverson,24,PHI,40.8,3.8,4.7,2.1,0.1,28.4,24.8,0.4,3.7,0.3,0.4,0.7,3.3,2.3,20.0,0.5,34.4,3.3,6.9,5.2,23.0,2.6,0.1,10.3,0.1,2.6,2000,10.7,0.6,1,4,0.1,7.0,1,0,0.9,38.0,1.0,9.0,20.0,0.0,11.0,58.0,20.0,1.0,48.0,98.0,364.0,280.0
Shaquille O'Neal,30,LAL,37.8,11.1,3.1,0.6,2.4,27.5,18.1,0.6,0.0,,0.6,0.6,2.9,3.4,29.5,0.6,30.2,5.3,13.2,16.5,16.2,0.8,4.5,11.4,0.2,6.3,2003,17.2,0.6,1,5,0.1,5.0,1,0,0.8,22.0,31.0,7.0,12.0,16.0,0.0,34.0,7.0,47.0,60.0,48.0,933.5,134.0
Nikola Jokic,23,DEN,31.5,10.8,7.6,1.4,0.6,20.4,15.1,0.5,3.4,0.3,0.5,0.8,3.2,2.9,26.9,0.6,27.4,7.2,12.1,18.5,37.9,2.2,1.8,15.7,0.2,9.8,2019,20.4,0.7,1,2,0.1,3.0,1,0,1.0,16.0,27.0,33.0,12.0,10.0,9.0,28.0,42.0,37.0,76.0,112.0,266.0,47.5
Dwyane Wade,28,MIA,36.3,4.8,6.5,1.8,1.1,26.6,19.6,0.5,3.2,0.3,0.5,0.8,3.3,2.4,28.0,0.6,34.9,8.0,13.0,7.8,36.4,2.7,2.4,12.2,0.2,9.4,2010,14.2,0.6,1,5,0.1,5.0,1,0,0.9,36.0,1.0,29.0,25.0,4.0,28.0,61.0,57.0,5.0,66.0,175.0,33.0,95.5
Chris Paul,29,LAC,34.8,4.6,10.2,1.9,0.2,19.1,14.3,0.5,4.3,0.4,0.5,0.9,2.3,2.5,26.0,0.6,23.7,6.9,16.1,7.4,47.4,2.8,0.4,12.7,0.3,7.5,2015,16.9,0.7,1,2,0.1,6.0,1,0,1.0,18.0,1.0,51.0,7.0,0.0,22.0,25.0,73.0,1.0,70.0,171.0,37.5,75.5
Grant Hill,27,DET,37.5,6.6,5.2,1.4,0.6,25.8,19.2,0.5,1.3,0.3,0.5,0.8,3.2,2.6,24.5,0.6,30.5,4.7,10.7,10.2,26.8,1.9,1.1,12.4,0.2,4.8,2000,13.8,0.5,1,7,0.1,8.0,1,0,0.9,25.0,8.0,18.0,19.0,7.0,19.0,44.0,37.0,15.0,51.0,118.0,225.5,234.0
Dirk Nowitzki,32,DAL,34.3,7.0,2.6,0.5,0.6,23.0,16.2,0.5,2.3,0.4,0.5,0.9,1.9,2.4,23.4,0.6,28.2,3.7,11.1,12.0,14.2,0.8,1.4,9.1,0.2,3.8,2011,10.7,0.7,1,3,0.1,6.0,1,0,0.9,35.0,16.0,1.0,11.0,4.0,2.0,46.0,3.0,20.0,52.0,52.0,856.5,219.0
Tracy McGrady,27,HOU,35.8,5.3,6.5,1.3,0.5,24.6,20.8,0.4,5.4,0.3,0.5,0.7,3.0,1.9,23.2,0.5,35.0,5.2,8.6,8.6,37.5,1.9,1.1,11.2,0.2,6.2,2007,13.6,0.6,1,4,0.1,6.0,1,0,0.9,29.0,4.0,35.0,16.0,4.0,15.0,45.0,50.0,8.0,68.0,145.0,101.5,86.0
Chris Paul,30,LAC,32.7,4.2,10.0,2.1,0.2,19.5,15.1,0.5,4.4,0.4,0.5,0.9,2.6,2.5,26.2,0.6,27.1,6.0,12.7,7.0,52.7,3.1,0.4,13.4,0.3,7.8,2016,16.5,0.6,1,4,0.1,6.0,1,0,0.9,19.0,1.0,47.0,11.0,0.0,24.0,30.0,71.0,1.0,67.0,172.0,35.0,90.0
Isaiah Thomas,27,BOS,33.8,2.7,5.9,0.9,0.2,28.9,19.4,0.5,8.5,0.4,0.5,0.9,2.8,2.2,26.5,0.6,34.0,4.8,12.5,4.4,32.5,1.4,0.4,10.7,0.2,5.4,2017,9.7,0.6,1,1,0.1,5.0,1,0,0.9,45.0,0.0,28.0,24.0,2.0,16.0,69.0,44.0,2.0,73.0,157.0,63.0,58.5
Chris Webber,26,SAC,38.4,10.5,4.6,1.6,1.7,24.5,20.6,0.5,1.3,0.3,0.5,0.8,2.9,3.5,23.4,0.5,28.2,5.7,10.7,14.3,21.1,2.0,2.9,11.2,0.2,5.9,2000,18.4,0.5,1,8,0.1,9.0,1,0,0.9,35.0,25.0,10.0,25.0,23.0,7.0,60.0,17.0,48.0,70.0,94.0,390.0,75.5
Kobe Bryant,23,LAL,38.3,5.5,5.5,1.5,0.4,25.2,20.0,0.5,1.7,0.2,0.5,0.8,2.8,2.9,23.2,0.5,30.4,5.0,12.7,7.9,25.9,2.0,0.8,10.7,0.2,4.4,2002,12.9,0.7,1,3,0.1,5.0,1,0,1.0,26.0,6.0,30.0,13.0,0.0,14.0,39.0,44.0,6.0,62.0,127.0,168.0,116.0
Russell Westbrook,29,OKC,36.4,10.1,10.3,1.8,0.3,25.4,21.1,0.4,4.1,0.3,0.5,0.7,4.8,2.5,24.7,0.5,34.1,7.5,10.1,15.3,49.8,2.5,0.6,16.4,0.2,8.2,2018,22.5,0.6,1,4,0.1,5.0,1,0,1.0,24.0,25.0,46.0,22.0,15.0,30.0,46.0,76.0,40.0,95.0,198.0,5.5,14.5
Kawhi Leonard,27,TOR,34.3,7.3,3.2,1.8,0.4,27.0,19.0,0.5,4.9,0.4,0.5,0.9,2.0,1.4,26.3,0.6,30.1,3.6,9.6,11.5,15.8,2.6,1.0,8.3,0.2,5.2,2019,12.7,0.7,1,2,0.1,4.0,1,0,0.7,29.0,11.0,4.0,11.0,4.0,1.0,40.0,5.0,15.0,44.0,50.0,892.5,341.5
Giannis Antetokounmpo,23,MIL,36.7,10.0,4.8,1.5,1.4,26.9,18.7,0.5,1.9,0.3,0.5,0.8,3.0,3.1,27.3,0.6,31.2,5.4,11.9,16.0,23.7,2.0,3.3,11.7,0.2,5.8,2018,17.7,0.5,1,6,0.1,6.0,1,0,0.9,28.0,29.0,12.0,23.0,27.0,12.0,51.0,24.0,56.0,69.0,99.0,357.5,82.0
LeBron James,20,CLE,42.4,7.4,7.2,2.2,0.7,27.2,21.1,0.5,3.9,0.4,0.5,0.8,3.3,1.8,25.7,0.6,29.7,8.8,14.3,10.2,32.9,2.8,1.1,11.8,0.2,8.3,2005,17.5,0.5,0,9,0.1,6.0,1,0,1.0,33.0,8.0,26.0,29.0,8.0,31.0,62.0,57.0,16.0,67.0,176.0,31.0,90.0
Tony Parker,30,SAS,32.9,3.0,7.6,0.8,0.1,20.3,15.1,0.5,1.0,0.4,0.5,0.8,2.6,1.4,23.0,0.6,27.7,2.6,9.3,5.3,40.4,1.3,0.2,13.0,0.2,2.7,2013,11.5,0.7,1,2,0.1,6.0,1,0,0.8,29.0,0.0,40.0,7.0,0.0,14.0,36.0,54.0,0.0,69.0,144.0,104.0,82.0
Dwyane Wade,24,MIA,38.6,5.7,6.7,1.9,0.8,27.2,18.8,0.5,1.0,0.2,0.5,0.8,3.6,2.9,27.6,0.6,32.5,7.0,14.4,8.7,33.0,2.6,1.5,13.2,0.2,7.5,2006,15.1,0.6,1,2,0.1,6.0,1,0,0.9,35.0,5.0,29.0,21.0,4.0,19.0,56.0,48.0,9.0,69.0,152.0,78.5,82.0
Allen Iverson,27,PHI,42.5,4.2,5.5,2.7,0.2,27.6,23.7,0.4,3.7,0.3,0.4,0.8,3.5,1.8,21.2,0.5,32.9,4.2,9.2,5.8,25.1,3.4,0.3,11.2,0.1,2.8,2003,12.6,0.6,1,3,0.1,6.0,1,0,1.0,41.0,2.0,15.0,27.0,1.0,10.0,68.0,25.0,3.0,58.0,118.0,225.5,153.5
James Harden,24,HOU,38.0,4.7,6.1,1.6,0.4,25.4,16.5,0.5,6.6,0.4,0.5,0.9,3.6,2.4,23.5,0.6,27.8,5.4,12.8,6.9,27.3,2.1,0.8,15.0,0.2,5.7,2014,12.8,0.7,1,5,0.1,5.0,1,0,0.9,29.0,0.0,28.0,13.0,0.0,14.0,42.0,42.0,0.0,57.0,126.0,174.0,169.5
Kevin Durant,30,GSW,35.4,6.7,5.7,0.8,1.2,27.4,18.8,0.5,5.2,0.4,0.6,0.9,3.0,2.0,24.5,0.6,30.0,4.2,11.5,10.1,25.1,1.0,2.7,12.1,0.2,4.0,2019,14.4,0.7,1,1,0.1,5.0,1,0,1.0,14.0,14.0,13.0,10.0,7.0,8.0,24.0,21.0,21.0,41.0,66.0,657.0,396.5
Kevin Durant,29,GSW,34.2,6.8,5.4,0.7,1.8,26.4,18.0,0.5,6.1,0.4,0.6,0.9,3.0,2.0,26.0,0.6,30.4,4.5,10.4,11.2,25.5,1.0,4.0,12.9,0.2,5.6,2018,14.7,0.7,1,2,0.1,7.0,1,0,0.8,26.0,14.0,13.0,12.0,3.0,3.0,38.0,16.0,17.0,53.0,70.0,604.5,208.0
Joel Embiid,24,PHI,33.6,13.5,3.4,0.6,1.9,27.4,18.6,0.5,4.0,0.3,0.5,0.8,3.6,3.4,25.6,0.6,33.3,3.1,8.9,21.4,17.3,0.9,4.4,13.4,0.2,3.5,2019,19.4,0.6,1,3,0.1,6.0,1,0,0.8,28.0,25.0,1.0,12.0,16.0,2.0,40.0,3.0,41.0,54.0,46.0,976.0,199.0
Paul George,28,OKC,36.6,8.2,4.2,2.3,0.4,28.2,20.9,0.4,9.7,0.4,0.5,0.8,2.7,2.8,23.9,0.6,29.6,5.4,12.2,11.5,18.1,2.9,1.0,9.9,0.2,5.8,2019,15.1,0.6,1,4,0.1,7.0,1,0,0.9,25.0,11.0,2.0,14.0,5.0,2.0,39.0,4.0,16.0,38.0,47.0,953.0,457.5
Tim Duncan,36,SAS,30.1,9.9,2.7,0.7,2.7,17.8,14.1,0.5,0.1,0.3,0.5,0.8,2.1,1.7,24.4,0.6,27.8,3.2,8.3,19.1,15.5,1.2,6.4,11.7,0.2,4.1,2013,16.0,0.7,1,2,0.1,7.0,1,0,0.8,14.0,28.0,3.0,7.0,14.0,3.0,21.0,6.0,42.0,45.0,33.0,1358.5,327.0
Stephen Curry,25,GSW,36.5,4.3,8.5,1.6,0.2,24.0,17.7,0.5,7.9,0.4,0.6,0.9,3.8,2.5,24.1,0.6,28.3,6.7,13.4,6.4,39.9,2.2,0.4,16.1,0.2,7.4,2014,14.6,0.6,1,6,0.1,6.0,1,0,1.0,21.0,6.0,43.0,21.0,0.0,26.0,42.0,69.0,6.0,70.0,180.0,24.0,75.5
Carmelo Anthony,25,DEN,38.2,6.6,3.2,1.3,0.4,28.2,21.8,0.5,2.7,0.3,0.5,0.8,3.0,3.3,22.2,0.5,33.4,2.3,7.9,9.9,15.9,1.7,0.9,10.6,0.1,1.4,2010,11.5,0.6,1,4,0.1,6.0,1,0,0.8,33.0,5.0,3.0,16.0,7.0,1.0,49.0,4.0,12.0,41.0,57.0,784.5,396.5
Tracy McGrady,21,ORL,40.1,7.5,4.6,1.5,1.5,26.8,22.4,0.5,2.2,0.4,0.5,0.7,2.6,2.1,24.9,0.5,31.2,5.9,12.2,10.4,22.8,1.9,2.8,9.1,0.2,5.6,2001,15.1,0.5,1,7,0.1,6.0,1,0,0.9,30.0,16.0,11.0,27.0,18.0,12.0,57.0,23.0,34.0,57.0,103.0,326.0,169.5
Stephen Curry,28,GSW,33.4,4.5,6.6,1.8,0.2,25.3,18.3,0.5,10.0,0.4,0.6,0.9,3.0,2.3,24.6,0.6,30.1,6.2,12.6,7.3,31.2,2.6,0.5,13.0,0.2,7.3,2017,13.1,0.8,1,1,0.1,6.0,1,0,1.0,29.0,4.0,29.0,5.0,1.0,6.0,34.0,35.0,5.0,62.0,104.0,319.5,116.0
Kevin Love,23,MIN,39.0,13.3,2.0,0.9,0.5,26.0,19.3,0.4,5.1,0.4,0.5,0.8,2.3,2.8,25.4,0.6,28.8,3.5,10.0,19.0,10.0,1.1,0.9,9.2,0.2,4.5,2012,16.7,0.4,0,12,0.0,6.0,1,0,0.8,17.0,20.0,0.0,22.0,26.0,0.0,39.0,0.0,46.0,37.0,39.0,1173.0,479.0
Dwight Howard,22,ORL,37.7,14.2,1.3,0.9,2.1,20.7,11.9,0.6,0.0,0.0,0.6,0.6,3.2,3.3,22.9,0.6,24.2,3.3,12.9,21.7,6.1,1.2,4.2,16.1,0.2,2.2,2008,18.5,0.6,1,3,0.0,5.0,1,0,1.0,19.0,48.0,0.0,14.0,28.0,2.0,33.0,2.0,76.0,67.0,37.0,1231.0,90.0
Dirk Nowitzki,31,DAL,37.5,7.7,2.7,0.9,1.0,25.0,18.5,0.5,1.5,0.4,0.5,0.9,1.8,2.6,22.9,0.6,28.8,3.5,12.3,11.7,13.0,1.2,2.0,7.8,0.2,2.6,2010,12.3,0.7,1,2,0.0,7.0,1,0,1.0,36.0,16.0,3.0,20.0,9.0,1.0,56.0,4.0,25.0,55.0,64.0,684.5,190.0
Gary Payton,33,SEA,40.3,4.8,9.0,1.6,0.3,22.1,19.2,0.5,2.9,0.3,0.5,0.8,2.5,2.2,22.9,0.5,27.2,5.5,12.6,7.1,39.4,2.1,0.6,10.8,0.2,4.6,2002,15.7,0.5,1,7,0.0,6.0,1,0,1.0,25.0,0.0,37.0,18.0,5.0,34.0,43.0,71.0,5.0,62.0,185.0,19.5,116.0
Vince Carter,23,TOR,38.1,5.8,3.9,1.3,1.1,25.7,20.7,0.5,2.9,0.4,0.5,0.8,2.2,3.2,23.4,0.5,30.0,5.2,11.8,8.5,20.5,1.8,2.1,8.4,0.2,4.6,2000,12.1,0.5,1,6,0.0,10.0,1,0,1.0,36.0,6.0,13.0,28.0,6.0,8.0,64.0,21.0,12.0,55.0,106.0,310.5,190.0
Stephen Curry,30,GSW,34.4,5.3,5.2,1.3,0.4,27.9,19.8,0.5,11.9,0.4,0.6,0.9,2.9,2.5,24.3,0.6,30.5,4.6,9.2,8.2,24.0,1.8,0.9,11.8,0.2,5.9,2019,12.2,0.7,1,1,0.0,8.0,1,0,0.8,18.0,3.0,11.0,7.0,1.0,3.0,25.0,14.0,4.0,32.0,53.0,845.5,599.0
Steve Nash,35,PHO,32.8,3.3,11.0,0.5,0.1,16.5,12.2,0.5,3.6,0.4,0.6,0.9,3.6,1.3,21.6,0.6,22.9,2.6,9.9,5.7,50.9,0.8,0.3,21.4,0.2,1.8,2010,14.9,0.7,1,3,0.0,8.0,1,0,1.0,8.0,1.0,50.0,7.0,0.0,25.0,15.0,75.0,1.0,59.0,165.0,45.0,141.0
Elton Brand,26,LAC,39.2,10.0,2.6,1.0,2.5,24.7,18.2,0.5,0.0,0.3,0.5,0.8,2.2,2.9,26.5,0.6,27.7,6.5,14.8,14.8,13.1,1.4,4.9,9.3,0.2,6.3,2006,16.1,0.6,1,5,0.0,7.0,1,0,1.0,31.0,21.0,4.0,20.0,19.0,3.0,51.0,7.0,40.0,56.0,65.0,670.0,181.5
Draymond Green,25,GSW,34.7,9.5,7.4,1.5,1.4,14.0,10.1,0.5,3.2,0.4,0.6,0.7,3.2,3.0,19.3,0.6,18.8,5.5,11.1,14.7,29.0,2.0,3.0,21.2,0.2,5.8,2016,19.8,0.9,1,1,0.0,7.0,1,0,1.0,4.0,39.0,39.0,0.0,5.0,5.0,4.0,44.0,44.0,82.0,92.0,400.5,30.0
Anthony Davis,25,NOP,33.9,12.2,4.0,1.6,2.5,26.6,18.7,0.5,2.6,0.3,0.5,0.8,2.0,2.5,30.5,0.6,29.5,5.8,11.3,18.7,19.1,2.2,6.0,8.2,0.3,8.7,2019,20.3,0.4,0,12,0.0,9.0,1,0,0.8,15.0,16.0,2.0,12.0,15.0,3.0,27.0,5.0,31.0,33.0,37.0,1231.0,568.0
Chris Paul,28,LAC,35.0,4.3,10.7,2.5,0.1,19.1,14.0,0.5,3.4,0.4,0.5,0.9,2.3,2.5,25.9,0.6,23.7,5.2,12.2,6.9,48.9,3.5,0.1,12.4,0.3,7.4,2014,17.6,0.7,1,3,0.0,7.0,1,0,0.8,13.0,1.0,44.0,3.0,0.0,16.0,16.0,60.0,1.0,58.0,136.0,122.0,153.5
Dirk Nowitzki,24,DAL,39.0,9.9,3.0,1.4,1.0,25.1,18.6,0.5,4.9,0.4,0.5,0.9,1.9,2.6,25.6,0.6,27.4,6.1,16.1,14.0,13.3,1.8,2.0,8.1,0.2,5.7,2003,15.3,0.7,1,2,0.0,7.0,1,0,1.0,35.0,31.0,4.0,12.0,19.0,5.0,47.0,9.0,50.0,70.0,65.0,670.0,75.5
Tracy McGrady,25,HOU,40.8,6.2,5.7,1.7,0.7,25.7,21.3,0.4,5.6,0.3,0.5,0.8,2.6,2.1,22.9,0.5,31.2,7.0,12.0,8.9,28.6,2.3,1.3,9.5,0.2,6.8,2005,14.3,0.6,1,5,0.0,7.0,1,0,1.0,32.0,6.0,26.0,22.0,2.0,18.0,54.0,44.0,8.0,64.0,142.0,106.5,101.5
