Player,Age,Tm,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,W/L%,playoffs,seed,Share,Rank,got_votes,is_mvp,gp_pct
Elton Brand,27,LAC,38.5,9.3,2.9,1.0,2.2,20.5,15.1,0.5,0.0,1.0,0.5,0.8,2.5,3.0,23.1,0.6,24.3,5.5,11.5,14.5,14.7,1.3,4.5,12.5,0.2,5.1,2007,15.4,0.5,0,9,0.0,,0,0,1.0
Devin Brown,28,NOK,28.7,4.3,2.6,0.8,0.2,11.6,9.6,0.4,3.9,0.4,0.5,0.8,1.6,2.4,14.3,0.5,19.6,1.2,3.5,8.7,14.8,1.4,0.4,12.7,0.1,1.0,2007,7.9,0.5,0,10,0.0,,0,0,0.7
Kwame Brown,24,LAL,27.6,6.0,1.8,1.0,1.2,8.4,5.9,0.6,0.0,0.0,0.6,0.4,1.9,3.0,13.7,0.6,15.0,0.8,1.9,12.6,10.2,1.8,3.3,20.2,0.1,0.7,2007,10.0,0.5,1,7,0.0,,0,0,0.5
Caron Butler,26,WAS,39.3,7.4,3.7,2.1,0.3,19.1,15.5,0.5,1.1,0.2,0.5,0.9,2.9,3.0,18.3,0.5,23.1,2.5,5.3,10.8,15.9,2.8,0.5,13.9,0.1,1.9,2007,13.5,0.5,1,7,0.0,,0,0,0.8
Rasual Butler,27,NOK,27.4,3.2,0.8,0.5,0.7,10.1,9.7,0.4,4.5,0.4,0.5,0.6,0.8,1.8,10.8,0.5,18.3,0.2,2.6,6.7,4.7,1.0,1.9,7.5,0.1,-1.7,2007,5.2,0.5,0,10,0.0,,0,0,1.0
Marcus Camby,32,DEN,33.8,11.7,3.2,1.2,3.3,11.2,9.4,0.5,0.0,0.0,0.5,0.7,1.7,2.6,19.1,0.5,15.9,4.4,7.6,19.4,14.1,1.8,7.0,13.9,0.2,5.3,2007,19.4,0.5,1,6,0.0,,0,0,0.9
Antoine Walker,29,MIA,26.8,5.1,2.0,0.6,0.4,12.2,11.0,0.4,4.7,0.4,0.5,0.6,1.8,2.3,14.4,0.5,23.2,1.1,3.6,11.3,12.8,1.1,1.0,13.6,0.1,0.0,2006,8.1,0.6,1,2,0.0,,0,0,1.0
Charlie Villanueva,21,TOR,29.1,6.4,1.1,0.7,0.8,13.0,11.6,0.5,2.6,0.3,0.5,0.7,1.2,3.0,16.4,0.5,21.7,0.6,3.9,13.5,6.5,1.3,2.1,8.9,0.1,-1.0,2006,9.0,0.3,0,12,0.0,,0,0,1.0
Hedo Turkoglu,26,ORL,33.5,4.3,2.8,0.9,0.3,14.9,11.2,0.5,3.6,0.4,0.5,0.9,1.7,3.0,16.7,0.6,20.6,2.8,7.6,7.9,14.3,1.5,0.6,11.4,0.1,2.3,2006,8.3,0.4,0,10,0.0,,0,0,1.0
Tayshaun Prince,25,DET,35.3,4.2,2.3,0.8,0.5,14.1,12.2,0.5,2.2,0.3,0.5,0.8,1.1,1.2,14.8,0.5,19.6,1.8,7.0,7.1,10.8,1.2,1.0,7.6,0.1,0.4,2006,7.8,0.8,1,1,0.0,,0,0,1.0
Jameer Nelson,23,ORL,28.8,2.9,4.9,1.1,0.1,14.6,11.6,0.5,2.7,0.4,0.5,0.8,2.4,2.8,19.5,0.6,25.1,1.9,4.9,6.2,31.5,2.1,0.4,15.6,0.1,2.2,2006,9.0,0.4,0,10,0.0,,0,0,0.8
Andres Nocioni,26,CHI,27.3,6.1,1.4,0.5,0.6,13.0,10.1,0.5,2.9,0.4,0.5,0.8,1.5,3.1,16.1,0.6,21.3,1.7,6.7,12.8,9.0,0.9,1.8,11.3,0.1,1.0,2006,8.6,0.5,1,7,0.0,,0,0,1.0
Jermaine O'Neal,27,IND,35.3,9.3,2.6,0.5,2.3,20.1,15.8,0.5,0.2,0.3,0.5,0.7,3.0,3.5,20.4,0.5,28.9,1.8,4.9,15.2,14.9,0.8,4.7,13.5,0.1,1.9,2006,14.7,0.5,1,6,0.0,,0,0,0.6
Shaquille O'Neal,33,MIA,30.6,9.2,1.9,0.4,1.8,20.0,13.6,0.6,0.0,,0.6,0.5,2.8,3.9,24.4,0.6,30.0,2.1,6.2,17.6,12.4,0.7,4.4,14.3,0.2,2.6,2006,13.3,0.6,1,2,0.0,,0,0,0.7
Lamar Odom,26,LAL,40.3,9.2,5.5,0.9,0.8,14.8,11.6,0.5,2.7,0.4,0.5,0.7,2.7,3.2,17.0,0.6,18.1,4.4,9.2,13.5,22.4,1.2,1.5,16.7,0.1,3.4,2006,16.4,0.5,1,6,0.0,,0,0,1.0
Emeka Okafor,23,CHA,33.6,10.0,1.2,0.8,1.9,13.2,12.2,0.4,0.0,,0.4,0.7,2.0,3.4,14.9,0.5,21.5,0.0,1.0,17.3,6.0,1.3,4.4,12.5,0.1,-1.9,2006,13.9,0.3,0,13,0.0,,0,0,0.3
Mehmet Okur,26,UTA,35.9,9.1,2.4,0.5,0.9,18.0,13.8,0.5,2.9,0.3,0.5,0.8,2.0,3.5,19.0,0.6,23.5,3.0,9.3,15.4,12.8,0.7,2.1,10.9,0.2,2.1,2006,12.9,0.5,0,9,0.0,,0,0,1.0
Zaza Pachulia,21,ATL,31.4,7.9,1.7,1.1,0.5,11.7,8.7,0.5,0.0,0.0,0.5,0.7,2.3,3.7,15.0,0.5,19.2,0.7,3.9,15.0,8.5,1.9,1.2,17.3,0.1,-0.9,2006,11.2,0.3,0,14,0.0,,0,0,1.0
Smush Parker,24,LAL,33.8,3.3,3.7,1.7,0.2,11.5,9.5,0.4,4.0,0.4,0.5,0.7,1.8,2.6,13.4,0.5,16.5,2.1,5.8,5.7,17.3,2.7,0.4,14.6,0.1,1.0,2006,8.9,0.5,1,6,0.0,,0,0,1.0
Chris Paul,20,NOK,36.0,5.1,7.8,2.2,0.1,16.1,12.1,0.4,2.3,0.3,0.5,0.8,2.3,2.8,22.1,0.5,22.2,5.7,10.4,8.5,38.2,3.4,0.2,13.7,0.2,6.1,2006,15.2,0.5,0,10,0.0,,0,0,1.0
Gary Payton,37,MIA,28.5,2.9,3.2,0.9,0.1,7.7,6.8,0.4,2.8,0.3,0.5,0.8,1.3,2.1,10.7,0.5,14.1,1.0,4.1,5.9,16.7,1.6,0.3,14.5,0.1,-0.2,2006,7.1,0.6,1,2,0.0,,0,0,1.0
Morris Peterson,28,TOR,38.3,4.6,2.3,1.3,0.2,16.8,13.4,0.4,5.5,0.4,0.5,0.8,1.5,2.7,15.3,0.6,19.9,2.4,5.9,7.4,10.0,1.7,0.4,9.3,0.1,1.0,2006,8.4,0.3,0,12,0.0,,0,0,1.0
Paul Pierce,28,BOS,39.0,6.7,4.7,1.4,0.4,26.8,18.5,0.5,4.0,0.4,0.5,0.8,3.5,2.8,23.6,0.6,31.2,4.9,11.5,10.5,23.4,1.8,0.8,13.0,0.2,4.3,2006,13.2,0.4,0,11,0.0,,0,0,1.0
James Posey,29,MIA,28.6,4.8,1.3,0.8,0.3,7.2,5.9,0.4,4.3,0.4,0.6,0.8,0.9,2.9,9.8,0.6,11.6,1.6,4.2,9.8,6.8,1.5,0.8,12.1,0.1,1.4,2006,7.2,0.6,1,2,0.0,,0,0,0.8
Zach Randolph,24,POR,34.4,8.0,1.9,0.8,0.2,18.0,16.6,0.4,0.7,0.3,0.4,0.7,2.2,2.5,16.9,0.5,28.8,-0.6,1.3,14.0,11.4,1.2,0.4,10.7,0.0,-2.9,2006,10.9,0.3,0,15,0.0,,0,0,0.9
Jamaal Tinsley,27,IND,26.7,3.2,5.0,1.2,0.1,9.3,9.2,0.4,1.7,0.2,0.4,0.6,2.6,2.3,12.1,0.5,22.2,0.2,0.7,6.8,33.3,2.3,0.4,20.4,0.0,-1.3,2006,9.5,0.5,1,6,0.0,,0,0,0.5
Michael Redd,26,MIL,39.1,4.3,2.9,1.2,0.1,25.4,19.0,0.5,5.2,0.4,0.5,0.9,2.1,2.0,21.2,0.6,28.3,3.5,10.8,6.5,13.8,1.6,0.1,8.8,0.2,2.4,2006,8.5,0.5,1,8,0.0,,0,0,1.0
Jason Richardson,25,GSW,38.4,5.8,3.1,1.3,0.5,23.2,19.2,0.4,6.4,0.4,0.5,0.7,2.2,2.7,19.2,0.5,27.6,3.5,7.3,8.5,15.6,1.7,1.0,9.4,0.1,2.8,2006,10.7,0.4,0,12,0.0,,0,0,0.9
Quentin Richardson,25,NYK,26.2,4.2,1.6,0.7,0.1,8.2,8.3,0.4,3.4,0.3,0.4,0.7,1.0,2.4,9.6,0.5,17.4,0.2,0.7,9.7,10.3,1.4,0.3,10.1,0.0,-1.6,2006,6.6,0.3,0,15,0.0,,0,0,0.7
Luke Ridnour,24,SEA,33.2,3.0,7.0,1.6,0.3,11.5,10.1,0.4,1.9,0.3,0.4,0.9,2.1,2.3,16.0,0.5,18.1,1.0,4.4,5.4,32.3,2.5,0.6,15.3,0.1,-0.5,2006,11.9,0.4,0,11,0.0,,0,0,1.0
John Salmons,26,PHI,25.1,2.7,2.7,0.9,0.2,7.5,6.4,0.4,1.1,0.3,0.4,0.8,1.5,2.2,10.7,0.5,16.3,-0.5,1.7,6.3,16.7,1.8,0.5,17.0,0.0,-3.0,2006,6.5,0.5,0,9,0.0,,0,0,1.0
Bobby Simmons,25,MIL,33.8,4.4,2.3,1.1,0.3,13.4,10.8,0.5,3.3,0.4,0.5,0.8,1.6,3.4,13.8,0.6,18.3,2.1,5.3,7.8,11.2,1.8,0.7,12.1,0.1,1.4,2006,8.1,0.5,1,8,0.0,,0,0,0.9
Josh Smith,20,ATL,32.0,6.6,2.4,0.8,2.6,11.3,9.7,0.4,1.4,0.3,0.4,0.7,2.0,3.3,15.5,0.5,18.9,1.9,3.6,12.5,12.2,1.3,6.2,15.2,0.1,1.0,2006,12.4,0.3,0,14,0.0,,0,0,1.0
Eric Snow,32,CLE,28.7,2.4,4.2,0.9,0.2,4.8,4.9,0.4,0.1,0.1,0.4,0.7,1.4,2.7,8.1,0.4,10.9,-0.3,2.1,5.0,22.2,1.7,0.6,20.9,0.0,-2.6,2006,7.7,0.6,1,3,0.0,,0,0,1.0
Jerry Stackhouse,31,DAL,27.7,2.8,2.9,0.7,0.2,13.0,11.0,0.4,2.4,0.3,0.4,0.9,2.2,1.7,14.5,0.5,25.2,0.1,2.4,6.0,18.0,1.3,0.5,14.7,0.1,-1.8,2006,6.6,0.7,1,2,0.0,,0,0,0.7
DeShawn Stevenson,24,ORL,32.3,2.9,2.0,0.7,0.2,11.0,9.5,0.5,0.2,0.1,0.5,0.7,1.5,2.2,10.9,0.5,18.1,-0.4,2.4,5.6,10.1,1.2,0.5,12.2,0.0,-2.6,2006,5.8,0.4,0,10,0.0,,0,0,1.0
Damon Stoudamire,32,MEM,31.9,3.5,4.7,0.7,0.0,11.7,10.6,0.4,3.9,0.3,0.5,0.9,2.0,1.8,13.7,0.5,20.8,0.3,1.7,6.7,26.6,1.2,0.1,14.9,0.1,-0.6,2006,8.9,0.6,1,4,0.0,,0,0,0.3
Jason Terry,28,DAL,35.0,2.0,3.8,1.3,0.3,17.1,13.7,0.5,5.2,0.4,0.5,0.8,1.7,2.5,18.4,0.6,22.2,3.5,9.6,3.4,19.6,2.0,0.7,10.2,0.2,2.9,2006,7.4,0.7,1,2,0.0,,0,0,1.0
Kenny Thomas,28,SAC,28.0,7.5,2.0,0.9,0.5,9.1,7.4,0.5,0.0,0.0,0.5,0.7,1.6,2.4,15.0,0.5,16.6,1.6,5.5,15.8,12.0,1.6,1.2,16.3,0.1,0.7,2006,10.9,0.5,1,8,0.0,,0,0,1.0
Kurt Thomas,33,PHO,26.6,7.8,1.1,0.4,1.0,8.6,7.4,0.5,0.0,,0.5,0.8,1.1,3.6,13.1,0.5,15.5,0.3,3.3,16.3,5.6,0.8,2.7,11.7,0.1,-1.2,2006,10.3,0.7,1,3,0.0,,0,0,0.6
Matt Carroll,26,CHA,26.1,2.9,1.3,0.7,0.1,12.1,9.1,0.4,3.7,0.4,0.5,0.9,1.0,2.4,14.6,0.6,19.9,0.8,4.6,6.5,8.2,1.5,0.4,8.9,0.1,-0.3,2007,5.0,0.4,0,12,0.0,,0,0,0.9
Vince Carter,30,NJN,38.1,6.0,4.8,1.0,0.4,25.2,19.5,0.5,5.3,0.4,0.5,0.8,2.6,3.2,21.8,0.6,30.8,4.8,10.5,9.3,25.1,1.4,0.8,10.5,0.2,4.1,2007,12.2,0.5,1,6,0.0,,0,0,1.0
Tyson Chandler,24,NOK,34.6,12.4,0.9,0.5,1.8,9.5,6.4,0.6,0.0,0.0,0.6,0.5,1.7,3.3,17.0,0.6,12.3,2.9,7.9,20.7,4.1,0.8,4.1,18.5,0.1,2.5,2007,15.6,0.5,0,10,0.0,,0,0,0.9
Brevin Knight,31,CHA,28.3,2.6,6.6,1.5,0.1,9.1,8.1,0.4,0.4,0.1,0.4,0.8,2.1,2.5,14.3,0.5,18.4,-0.1,1.8,5.3,37.5,2.7,0.2,18.5,0.1,-2.4,2007,10.8,0.4,0,12,0.0,,0,0,0.5
Juwan Howard,33,HOU,26.5,5.9,1.6,0.4,0.1,9.7,8.3,0.5,0.0,,0.5,0.8,1.4,2.6,12.8,0.5,18.9,0.1,4.9,12.7,10.5,0.7,0.3,13.0,0.1,-1.8,2007,8.0,0.6,1,4,0.0,,0,0,1.0
Larry Hughes,28,CLE,37.1,3.8,3.7,1.3,0.4,14.9,13.6,0.4,3.2,0.3,0.4,0.7,2.2,2.3,12.1,0.5,21.7,1.0,3.9,6.0,16.4,1.8,0.8,12.4,0.1,-0.5,2007,9.2,0.6,1,2,0.0,,0,0,0.9
Andre Iguodala,23,PHI,40.3,5.7,5.7,2.0,0.4,18.2,13.0,0.4,2.0,0.3,0.5,0.8,3.4,2.6,18.1,0.6,22.6,4.1,7.7,8.5,23.8,2.6,0.8,17.5,0.1,3.4,2007,13.8,0.4,0,9,0.0,,0,0,0.9
Zydrunas Ilgauskas,31,CLE,27.3,7.7,1.6,0.6,1.3,11.9,10.2,0.5,0.0,0.0,0.5,0.8,1.8,3.3,18.0,0.5,21.7,2.1,6.6,16.4,10.2,1.2,3.6,13.8,0.1,2.0,2007,11.2,0.6,1,2,0.0,,0,0,1.0
Jarrett Jack,23,POR,33.6,2.6,5.3,1.1,0.1,12.0,8.9,0.5,2.3,0.3,0.5,0.9,2.4,2.6,14.5,0.6,18.0,1.3,4.8,4.9,26.2,1.8,0.3,18.4,0.1,-0.1,2007,9.1,0.4,0,12,0.0,,0,0,1.0
Mike James,31,MIN,25.2,2.0,3.6,0.7,0.1,10.1,8.6,0.4,2.6,0.4,0.5,0.8,1.6,2.1,13.3,0.5,20.5,-0.2,2.8,4.7,23.7,1.4,0.3,14.1,0.1,-2.3,2007,6.4,0.4,0,13,0.0,,0,0,1.0
Antawn Jamison,30,WAS,38.0,8.0,1.9,1.1,0.5,19.8,16.3,0.5,5.4,0.4,0.5,0.7,1.5,2.8,18.4,0.5,22.8,1.9,6.8,12.1,8.8,1.5,1.0,7.5,0.1,0.9,2007,11.5,0.5,1,7,0.0,,0,0,0.9
Al Jefferson,22,BOS,33.6,11.0,1.3,0.7,1.5,16.0,12.8,0.5,0.0,0.0,0.5,0.7,2.0,3.4,19.8,0.5,22.4,1.5,6.6,19.5,7.2,1.1,3.5,11.8,0.1,0.6,2007,14.5,0.3,0,15,0.0,,0,0,0.8
Richard Jefferson,26,NJN,35.6,4.4,2.7,0.6,0.1,16.3,12.1,0.5,2.6,0.4,0.5,0.7,2.2,2.2,13.8,0.6,22.1,0.1,3.4,7.2,13.1,0.9,0.3,12.9,0.1,-1.8,2007,7.8,0.5,1,6,0.0,,0,0,0.7
Joe Johnson,25,ATL,41.4,4.2,4.4,1.1,0.2,25.0,20.0,0.5,5.5,0.4,0.5,0.7,3.1,2.0,19.5,0.6,28.3,2.1,5.1,6.1,21.8,1.4,0.4,12.1,0.1,1.6,2007,9.9,0.4,0,13,0.0,,0,0,0.7
Chris Kaman,24,LAC,29.0,7.8,1.1,0.5,1.5,10.1,8.7,0.5,0.0,0.0,0.5,0.7,2.0,3.3,12.9,0.5,19.0,-0.3,2.9,16.2,6.1,1.0,4.1,16.4,0.1,-2.5,2007,10.9,0.5,0,9,0.0,,0,0,0.9
Jason Kapono,25,MIA,26.4,2.7,1.2,0.6,0.0,10.9,8.4,0.5,3.1,0.5,0.6,0.9,1.0,2.0,13.8,0.6,17.9,0.6,4.2,6.0,7.9,1.1,0.1,10.5,0.1,-0.7,2007,4.5,0.5,1,5,0.0,,0,0,0.8
Jason Kidd,33,NJN,36.7,8.2,9.2,1.6,0.3,13.0,11.4,0.4,4.5,0.3,0.5,0.8,2.7,1.8,19.4,0.5,19.4,5.2,9.3,13.2,41.4,2.3,0.6,17.4,0.2,5.0,2007,19.3,0.5,1,6,0.0,,0,0,1.0
Andrei Kirilenko,25,UTA,29.3,4.7,2.9,1.1,2.1,8.3,6.0,0.5,1.1,0.2,0.5,0.7,1.9,2.5,14.3,0.6,14.4,3.1,4.4,9.8,14.5,1.9,5.8,20.5,0.1,4.0,2007,10.8,0.6,1,5,0.0,,0,0,0.9
Kyle Korver,25,PHI,30.9,3.5,1.4,0.8,0.3,14.4,11.4,0.4,4.1,0.4,0.5,0.9,1.6,2.5,14.2,0.6,21.3,0.9,4.6,6.8,8.0,1.3,0.7,11.1,0.1,-0.5,2007,6.0,0.4,0,9,0.0,,0,0,0.9
Dwight Howard,21,ORL,36.9,12.3,1.9,0.9,1.9,17.6,10.6,0.6,0.0,0.5,0.6,0.6,3.9,3.0,21.1,0.6,22.7,4.3,9.7,20.5,9.5,1.2,4.2,21.4,0.2,3.6,2007,17.0,0.5,1,8,0.0,,0,0,1.0
Nenad Krstic,23,NJN,32.6,6.8,1.8,0.4,0.9,16.4,12.4,0.5,0.0,0.0,0.5,0.7,2.0,3.4,16.9,0.6,23.5,0.1,1.9,12.2,10.2,0.6,2.2,12.1,0.1,-1.5,2007,9.9,0.5,1,6,0.0,,0,0,0.3
David Lee,23,NYK,29.8,10.4,1.8,0.8,0.4,10.7,6.9,0.6,0.0,,0.6,0.8,1.6,2.7,20.2,0.7,14.9,2.5,6.9,20.7,10.2,1.5,1.1,16.2,0.2,3.8,2007,13.4,0.4,0,11,0.0,,0,0,0.7
Rashard Lewis,27,SEA,39.1,6.6,2.4,1.1,0.7,22.4,16.8,0.5,6.5,0.4,0.5,0.8,2.0,2.4,20.7,0.6,24.4,3.1,7.6,10.1,10.8,1.5,1.3,9.4,0.2,3.3,2007,10.8,0.4,0,14,0.0,,0,0,0.7
Shaun Livingston,21,LAC,29.8,3.4,5.1,1.1,0.5,9.3,8.3,0.5,0.3,0.3,0.5,0.7,2.0,2.5,13.7,0.5,17.4,0.5,2.4,6.8,28.3,1.9,1.4,17.8,0.1,-0.9,2007,10.1,0.5,0,9,0.0,,0,0,0.7
Tyronn Lue,29,ATL,26.6,1.9,3.6,0.4,0.0,11.4,9.4,0.4,2.9,0.3,0.5,0.9,1.5,1.8,14.1,0.5,21.0,-0.4,2.5,4.2,23.9,0.9,0.0,12.5,0.1,-3.2,2007,5.9,0.4,0,13,0.0,,0,0,0.7
Corey Maggette,27,LAC,30.5,5.9,2.8,0.9,0.2,16.9,10.8,0.5,0.9,0.2,0.5,0.8,2.7,3.3,18.6,0.6,26.0,1.3,7.0,11.5,15.9,1.5,0.5,15.6,0.1,0.2,2007,9.8,0.5,0,9,0.0,,0,0,0.9
Renaldo Major,24,GSW,27.0,2.0,0.0,2.0,0.0,5.0,10.0,0.2,0.0,,0.2,0.5,1.0,4.0,-3.7,0.2,18.7,-0.1,-0.1,4.1,0.0,3.6,0.0,8.4,-0.2,-15.2,2007,4.0,0.5,1,8,0.0,,0,0,0.0
Stephon Marbury,29,NYK,37.1,2.9,5.4,1.0,0.1,16.4,12.9,0.4,4.7,0.4,0.5,0.8,2.4,2.5,15.3,0.5,21.5,1.5,5.9,4.6,25.2,1.4,0.3,13.8,0.1,0.1,2007,9.4,0.4,0,11,0.0,,0,0,0.9
Shawn Marion,28,PHO,37.6,9.8,1.7,2.0,1.5,17.5,13.4,0.5,3.2,0.3,0.6,0.8,1.4,2.7,20.8,0.6,19.3,5.7,12.0,15.2,6.7,2.6,2.8,8.8,0.2,5.5,2007,15.0,0.7,1,2,0.0,,0,0,1.0
Kenyon Martin,29,DEN,31.5,10.0,0.5,0.0,0.0,9.5,8.0,0.5,0.5,0.0,0.5,0.2,2.5,5.0,5.4,0.4,17.9,-0.1,0.0,17.9,2.4,0.0,0.0,19.0,-0.0,-10.2,2007,10.5,0.5,1,6,0.0,,0,0,0.0
Kevin Martin,23,SAC,35.2,4.3,2.2,1.2,0.1,20.2,13.3,0.5,4.2,0.4,0.5,0.8,1.7,2.3,20.1,0.6,23.2,3.2,10.2,7.1,10.9,1.8,0.3,9.3,0.2,2.4,2007,7.8,0.4,0,11,0.0,,0,0,1.0
Desmond Mason,29,NOK,34.3,4.6,1.5,0.7,0.3,13.7,12.0,0.5,0.0,,0.5,0.7,2.6,2.3,10.8,0.5,21.9,-1.0,0.6,7.7,7.6,1.1,0.7,15.6,0.0,-3.5,2007,7.1,0.5,0,10,0.0,,0,0,0.9
Brad Miller,30,SAC,28.3,6.4,3.6,0.6,0.6,9.0,7.8,0.5,0.5,0.2,0.5,0.8,1.7,2.5,13.5,0.5,16.8,0.8,2.7,13.2,20.4,1.1,1.7,16.2,0.1,-0.1,2007,11.2,0.4,0,11,0.0,,0,0,0.8
Mike Miller,26,MEM,39.1,5.4,4.3,0.8,0.3,18.5,14.4,0.5,7.1,0.4,0.6,0.8,2.6,2.0,16.4,0.6,21.1,2.8,4.8,8.2,18.7,1.0,0.5,14.0,0.1,2.1,2007,10.8,0.3,0,15,0.0,,0,0,0.9
Josh Howard,26,DAL,35.1,6.8,1.8,1.2,0.8,18.9,15.4,0.5,3.4,0.4,0.5,0.8,1.8,2.6,20.0,0.5,25.2,3.0,8.8,11.7,9.2,1.8,1.7,9.3,0.2,2.8,2007,10.6,0.8,1,1,0.0,,0,0,0.9
Kirk Hinrich,26,CHI,35.5,3.4,6.3,1.3,0.3,16.6,13.3,0.4,4.2,0.4,0.5,0.8,2.4,3.4,17.0,0.6,21.6,3.5,10.1,5.5,29.2,1.8,0.6,13.9,0.2,2.9,2007,11.3,0.6,1,3,0.0,,0,0,1.0
Josh Childress,23,ATL,36.8,6.2,2.3,1.1,0.7,13.0,9.4,0.5,1.4,0.3,0.5,0.8,1.5,2.1,16.2,0.6,15.7,2.0,5.5,10.1,10.8,1.5,1.4,11.6,0.1,2.0,2007,10.3,0.4,0,13,0.0,,0,0,0.7
Channing Frye,23,NYK,26.3,5.5,0.9,0.5,0.6,9.5,9.6,0.4,0.3,0.2,0.4,0.8,1.4,3.0,10.5,0.5,20.0,-1.3,0.9,12.4,6.2,1.0,1.8,12.0,0.0,-4.7,2007,7.5,0.4,0,11,0.0,,0,0,0.9
Speedy Claxton,28,ATL,25.1,1.9,4.4,1.7,0.1,5.3,6.6,0.3,0.7,0.2,0.3,0.6,1.8,3.1,7.3,0.4,16.6,-0.8,-0.7,4.6,28.1,3.6,0.3,19.8,-0.0,-5.1,2007,8.1,0.4,0,13,0.0,,0,0,0.5
Nick Collison,26,SEA,29.0,8.1,1.0,0.6,0.8,9.6,7.8,0.5,0.0,0.0,0.5,0.8,1.5,3.5,14.2,0.5,16.2,0.7,4.6,16.8,5.4,1.1,2.1,14.5,0.1,-0.8,2007,10.5,0.4,0,14,0.0,,0,0,1.0
Jamal Crawford,26,NYK,37.3,3.2,4.4,1.0,0.1,17.6,15.0,0.4,5.5,0.3,0.5,0.8,2.7,1.9,14.5,0.5,24.1,0.7,3.1,5.1,20.9,1.4,0.3,13.9,0.1,-0.6,2007,8.7,0.4,0,11,0.0,,0,0,0.7
Eddy Curry,24,NYK,35.2,7.0,0.8,0.4,0.5,19.5,12.5,0.6,0.0,1.0,0.6,0.6,3.6,3.3,17.0,0.6,25.5,-0.6,4.7,11.9,4.6,0.6,1.1,18.4,0.1,-2.9,2007,8.7,0.4,0,11,0.0,,0,0,1.0
Samuel Dalembert,25,PHI,30.9,8.9,0.8,0.6,1.9,10.7,8.0,0.5,0.0,0.0,0.5,0.7,2.0,3.5,16.1,0.6,16.7,1.6,6.2,17.4,4.2,1.0,4.8,17.5,0.1,0.6,2007,12.2,0.4,0,9,0.0,,0,0,1.0
Erick Dampier,31,DAL,25.2,7.4,0.6,0.3,1.1,7.1,4.4,0.6,0.0,,0.6,0.6,1.4,3.1,14.9,0.6,12.8,1.9,6.4,17.8,3.5,0.7,3.3,20.4,0.2,2.0,2007,9.4,0.8,1,1,0.0,,0,0,0.9
Ricky Davis,27,MIN,37.3,3.9,4.8,1.0,0.3,17.0,13.4,0.5,3.8,0.4,0.5,0.8,2.6,2.3,15.9,0.6,21.9,2.2,5.7,6.2,21.9,1.4,0.6,14.7,0.1,0.9,2007,10.0,0.4,0,13,0.0,,0,0,1.0
Luol Deng,21,CHI,37.5,7.1,2.5,1.2,0.6,18.8,14.9,0.5,0.1,0.1,0.5,0.8,1.9,2.0,18.7,0.6,22.2,3.6,11.3,10.8,11.8,1.6,1.2,10.0,0.2,2.7,2007,11.4,0.6,1,3,0.0,,0,0,1.0
Boris Diaw,24,PHO,31.1,4.3,4.8,0.4,0.5,9.7,7.8,0.5,0.6,0.3,0.6,0.7,2.1,2.4,13.0,0.6,15.4,1.7,4.6,8.1,21.7,0.6,1.2,19.9,0.1,1.0,2007,10.0,0.7,1,2,0.0,,0,0,0.9
Monta Ellis,21,GSW,34.3,3.2,4.1,1.7,0.3,16.5,13.1,0.5,1.9,0.3,0.5,0.8,2.9,2.7,15.0,0.5,22.4,0.7,4.0,5.1,18.8,2.4,0.6,15.9,0.1,-1.0,2007,9.3,0.5,1,8,0.0,,0,0,0.9
Raymond Felton,22,CHA,36.3,3.4,7.0,1.5,0.1,14.0,13.1,0.4,4.0,0.3,0.4,0.8,2.9,2.3,13.5,0.5,21.9,1.0,2.3,5.6,32.0,2.2,0.3,16.8,0.0,-0.7,2007,12.0,0.4,0,12,0.0,,0,0,1.0
Derek Fisher,32,UTA,27.9,1.8,3.3,1.0,0.1,10.1,8.2,0.4,1.9,0.3,0.4,0.9,1.5,2.9,11.4,0.5,18.2,0.2,3.9,4.0,18.1,1.9,0.2,12.9,0.1,-1.6,2007,6.2,0.6,1,5,0.0,,0,0,1.0
T.J. Ford,23,TOR,29.9,3.1,7.9,1.3,0.1,14.0,12.0,0.4,0.9,0.3,0.4,0.8,3.1,2.5,18.2,0.5,26.1,1.5,4.3,6.2,44.8,2.3,0.3,18.3,0.1,0.6,2007,12.4,0.6,1,4,0.0,,0,0,0.9
Steve Francis,29,NYK,28.1,3.6,3.9,0.9,0.3,11.3,7.8,0.4,2.5,0.4,0.5,0.8,2.3,2.9,15.1,0.6,19.7,0.8,2.9,7.5,22.4,1.8,0.8,18.7,0.1,0.7,2007,8.7,0.4,0,11,0.0,,0,0,0.5
Jorge Garbajosa,29,TOR,28.5,4.9,1.9,1.2,0.2,8.5,7.9,0.4,2.9,0.3,0.5,0.7,1.0,1.3,12.1,0.5,15.2,1.4,3.0,10.2,10.1,2.1,0.6,10.2,0.1,0.8,2007,8.2,0.6,1,4,0.0,,0,0,0.8
Grant Hill,34,ORL,30.9,3.6,2.1,0.9,0.4,14.4,10.2,0.5,0.2,0.2,0.5,0.8,2.2,2.2,16.3,0.6,21.8,1.1,5.1,7.3,12.3,1.6,1.0,15.2,0.1,0.1,2007,7.0,0.5,1,8,0.0,,0,0,0.8
