player,point_lead_count_wins,rebound_lead_count_wins,assist_lead_count_wins,point_lead_count_losses,rebound_lead_count_losses,assist_lead_count_losses,point_lead_count_total,rebound_lead_count_total,assist_lead_count_total
Travis Outlaw,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Leandro Barbosa,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Raja Bell,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Donte Greene,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0
Tyler Hansbrough,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0
Tim Thomas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Andres Nocioni,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
Yi Jianlian,1.0,0.0,0.0,8.0,12.0,0.0,9.0,0.0,12.0
Michael Redd,1.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0
Courtney Lee,1.0,0.0,0.0,7.0,0.0,2.0,8.0,2.0,0.0
Henry Walker,1.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0
Jerry Stackhouse,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
Leon Powe,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Marcus Thornton,1.0,0.0,0.0,14.0,1.0,0.0,15.0,0.0,1.0
Willie Green,1.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0
Craig Smith,1.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,2.0
Jannero Pargo,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0
Ronald Murray,1.0,0.0,0.0,3.0,0.0,2.0,4.0,2.0,0.0
Mickael Pietrus,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
Chris Douglas-Roberts,1.0,0.0,0.0,10.0,2.0,1.0,11.0,1.0,2.0
Nick Young,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0
Keith Bogans,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kendrick Perkins,0.0,19.0,0.0,0.0,14.0,0.0,0.0,0.0,33.0
Anderson Varejao,0.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,21.0
Brendan Haywood,0.0,13.0,0.0,0.0,23.0,0.0,0.0,0.0,36.0
Samuel Dalembert,0.0,13.0,0.0,2.0,31.0,0.0,2.0,0.0,44.0
Chris Andersen,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0
Ben Wallace,0.0,10.0,0.0,0.0,23.0,0.0,0.0,0.0,33.0
Erick Dampier,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,17.0
Jeff Green,0.0,9.0,0.0,2.0,4.0,1.0,2.0,1.0,13.0
Shaquille O'Neal,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
Spencer Hawes,0.0,8.0,1.0,3.0,10.0,2.0,3.0,3.0,18.0
Nenad Krstic,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0
Joel Przybilla,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0
Luc Mbah a Moute,0.0,6.0,0.0,1.0,3.0,1.0,1.0,1.0,9.0
Antonio McDyess,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
Chuck Hayes,0.0,5.0,1.0,0.0,4.0,1.0,0.0,2.0,9.0
Nick Collison,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Andris Biedrins,0.0,4.0,0.0,0.0,9.0,2.0,0.0,2.0,13.0
Theo Ratliff,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Tyson Chandler,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0
Serge Ibaka,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,11.0
Jason Maxiell,0.0,4.0,0.0,2.0,9.0,0.0,2.0,0.0,13.0
Damien Wilkins,0.0,3.0,2.0,0.0,1.0,3.0,0.0,5.0,4.0
Thabo Sefolosha,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0
Lou Amundson,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0
Juwan Howard,0.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,6.0
Jared Jeffries,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0
Marcin Gortat,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
Kurt Thomas,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0
Shane Battier,0.0,2.0,3.0,0.0,5.0,0.0,0.0,3.0,7.0
Zaza Pachulia,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Shelden Williams,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Didier Ilunga-Mbenga,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Anthony Randolph,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0
Vladimir Radmanovic,0.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,6.0
Mike Dunleavy,0.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0
Jared Dudley,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0
James Singleton,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0
Chris Hunter,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0
Arron Afflalo,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Austin Daye,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Earl Barron,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0
Hedo Turkoglu,0.0,1.0,5.0,1.0,2.0,5.0,1.0,10.0,3.0
Derek Fisher,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0
Goran Dragic,0.0,1.0,2.0,1.0,0.0,3.0,1.0,5.0,1.0
Brandon Rush,0.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,5.0
Jamario Moon,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
Josh Howard,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Jeff Ayres,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
Jamaal Magloire,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Jon Brockman,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
Chris Wilcox,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
Antoine Wright,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Joey Dorsey,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
James Posey,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,5.0
Morris Peterson,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rasho Nesterovic,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Reggie Evans,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
Joey Graham,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dante Cunningham,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Johan Petro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Joel Anthony,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jordan Hill,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Ronny Turiaf,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0
Hasheem Thabeet,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Josh McRoberts,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
JaVale McGee,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0
Anthony Parker,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Glen Davis,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
DeAndre Jordan,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0
Ian Mahinmi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Joe Smith,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dan Gadzuric,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Earl Watson,0.0,0.0,17.0,0.0,2.0,14.0,0.0,31.0,2.0
Jason Williams,0.0,0.0,12.0,1.0,0.0,6.0,1.0,18.0,0.0
Chris Duhon,0.0,0.0,12.0,2.0,0.0,18.0,2.0,30.0,0.0
Mike Bibby,0.0,0.0,10.0,0.0,0.0,8.0,0.0,18.0,0.0
Mario Chalmers,0.0,0.0,8.0,1.0,1.0,4.0,1.0,12.0,1.0
Carlos Arroyo,0.0,0.0,8.0,0.0,0.0,1.0,0.0,9.0,0.0
Will Bynum,0.0,0.0,7.0,3.0,0.0,15.0,3.0,22.0,0.0
Randy Foye,0.0,0.0,7.0,3.0,0.0,14.0,3.0,21.0,0.0
Anthony Carter,0.0,0.0,5.0,0.0,0.0,3.0,0.0,8.0,0.0
Jrue Holiday,0.0,0.0,5.0,3.0,1.0,11.0,3.0,16.0,1.0
T.J. Ford,0.0,0.0,4.0,2.0,1.0,13.0,2.0,17.0,1.0
Jamaal Tinsley,0.0,0.0,4.0,0.0,0.0,2.0,0.0,6.0,0.0
Toney Douglas,0.0,0.0,4.0,2.0,0.0,1.0,2.0,5.0,0.0
Shaun Livingston,0.0,0.0,4.0,0.0,0.0,6.0,0.0,10.0,0.0
James Harden,0.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0
Eric Maynor,0.0,0.0,3.0,0.0,1.0,5.0,0.0,8.0,1.0
Anthony Johnson,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0
Ronnie Price,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0
Ramon Sessions,0.0,0.0,2.0,2.0,1.0,16.0,2.0,18.0,1.0
Roger Mason,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0
Tony Allen,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0
Dorell Wright,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0
Keyon Dooling,0.0,0.0,1.0,0.0,0.0,7.0,0.0,8.0,0.0
Rafer Alston,0.0,0.0,1.0,1.0,0.0,13.0,1.0,14.0,0.0
Rudy Fernandez,0.0,0.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0
Eddie House,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0
Tracy McGrady,0.0,0.0,1.0,1.0,0.0,5.0,1.0,6.0,0.0
Marcus Williams,0.0,0.0,1.0,0.0,0.0,6.0,0.0,7.0,0.0
Chucky Atkins,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0
Omri Casspi,0.0,0.0,0.0,5.0,5.0,1.0,5.0,1.0,5.0
Luther Head,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0
Sam Young,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
Wayne Ellington,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0
James Johnson,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
Jason Kapono,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
Oleksiy Pecherov,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0
Nathan Jawai,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
