player,point_lead_count_wins,rebound_lead_count_wins,assist_lead_count_wins,point_lead_count_losses,rebound_lead_count_losses,assist_lead_count_losses,point_lead_count_total,rebound_lead_count_total,assist_lead_count_total
Stephen Curry,49.0,9.0,30.0,6.0,0.0,3.0,55.0,33.0,9.0
Kevin Durant,39.0,15.0,7.0,16.0,4.0,3.0,55.0,10.0,19.0
James Harden,36.0,6.0,33.0,30.0,2.0,28.0,66.0,61.0,8.0
Kawhi Leonard,35.0,16.0,6.0,8.0,3.0,2.0,43.0,8.0,19.0
LeBron James,35.0,8.0,39.0,17.0,4.0,9.0,52.0,48.0,12.0
Isaiah Thomas,31.0,0.0,32.0,21.0,0.0,21.0,52.0,53.0,0.0
DeMar DeRozan,28.0,2.0,8.0,14.0,0.0,5.0,42.0,13.0,2.0
Damian Lillard,27.0,0.0,29.0,27.0,4.0,28.0,54.0,57.0,4.0
Paul George,25.0,14.0,9.0,21.0,9.0,14.0,46.0,23.0,23.0
DeMarcus Cousins,24.0,24.0,1.0,24.0,28.0,2.0,48.0,3.0,52.0
Kemba Walker,22.0,3.0,20.0,18.0,1.0,16.0,40.0,36.0,4.0
Kyle Lowry,22.0,2.0,40.0,7.0,2.0,18.0,29.0,58.0,4.0
LaMarcus Aldridge,21.0,28.0,2.0,2.0,5.0,0.0,23.0,2.0,33.0
Klay Thompson,20.0,1.0,2.0,2.0,0.0,0.0,22.0,2.0,1.0
Reggie Jackson,20.0,0.0,34.0,6.0,0.0,23.0,26.0,57.0,0.0
John Wall,19.0,3.0,36.0,14.0,1.0,36.0,33.0,72.0,4.0
Chris Paul,19.0,1.0,47.0,11.0,0.0,24.0,30.0,71.0,1.0
Carmelo Anthony,18.0,7.0,14.0,28.0,11.0,17.0,46.0,31.0,18.0
Dwyane Wade,18.0,0.0,11.0,10.0,0.0,13.0,28.0,24.0,0.0
Gordon Hayward,16.0,2.0,13.0,19.0,3.0,14.0,35.0,27.0,5.0
Jimmy Butler,16.0,0.0,14.0,14.0,3.0,12.0,30.0,26.0,3.0
Paul Millsap,15.0,28.0,4.0,15.0,19.0,3.0,30.0,7.0,47.0
Russell Westbrook,14.0,17.0,48.0,8.0,5.0,22.0,22.0,70.0,22.0
Nikola Vucevic,14.0,10.0,2.0,10.0,18.0,3.0,24.0,5.0,28.0
Chris Bosh,14.0,7.0,2.0,9.0,6.0,3.0,23.0,5.0,13.0
Danilo Gallinari,13.0,2.0,4.0,14.0,4.0,0.0,27.0,4.0,6.0
CJ McCollum,13.0,1.0,10.0,8.0,0.0,6.0,21.0,16.0,1.0
Kyrie Irving,13.0,0.0,6.0,5.0,0.0,7.0,18.0,13.0,0.0
Karl-Anthony Towns,12.0,21.0,0.0,15.0,41.0,2.0,27.0,2.0,62.0
Anthony Davis,12.0,14.0,0.0,19.0,23.0,1.0,31.0,1.0,37.0
Jeff Teague,12.0,2.0,31.0,7.0,0.0,13.0,19.0,44.0,2.0
Brook Lopez,11.0,5.0,1.0,34.0,15.0,2.0,45.0,3.0,20.0
Dirk Nowitzki,11.0,3.0,0.0,12.0,3.0,0.0,23.0,0.0,6.0
Khris Middleton,11.0,2.0,8.0,15.0,0.0,9.0,26.0,17.0,2.0
Derrick Favors,10.0,10.0,2.0,9.0,11.0,1.0,19.0,3.0,21.0
Andre Drummond,9.0,38.0,0.0,6.0,36.0,0.0,15.0,0.0,74.0
Pau Gasol,9.0,23.0,7.0,9.0,25.0,9.0,18.0,16.0,48.0
Zach Randolph,9.0,14.0,3.0,7.0,10.0,2.0,16.0,5.0,24.0
Marc Gasol,9.0,11.0,4.0,6.0,7.0,5.0,15.0,9.0,18.0
Giannis Antetokounmpo,9.0,10.0,9.0,13.0,13.0,14.0,22.0,23.0,23.0
Nicolas Batum,9.0,9.0,21.0,5.0,6.0,11.0,14.0,32.0,15.0
Blake Griffin,9.0,4.0,4.0,6.0,1.0,3.0,15.0,7.0,5.0
Monta Ellis,9.0,3.0,21.0,4.0,0.0,14.0,13.0,35.0,3.0
Mike Conley,9.0,0.0,21.0,10.0,1.0,13.0,19.0,34.0,1.0
J.J. Barea,9.0,0.0,12.0,1.0,0.0,13.0,10.0,25.0,0.0
Andrew Wiggins,9.0,0.0,1.0,21.0,0.0,0.0,30.0,1.0,0.0
Kobe Bryant,8.0,2.0,3.0,20.0,0.0,10.0,28.0,13.0,2.0
Bradley Beal,8.0,1.0,0.0,10.0,0.0,1.0,18.0,1.0,1.0
Deron Williams,8.0,0.0,19.0,5.0,0.0,19.0,13.0,38.0,0.0
Rodney Hood,8.0,0.0,5.0,5.0,0.0,8.0,13.0,13.0,0.0
Jamal Crawford,8.0,0.0,1.0,3.0,0.0,1.0,11.0,2.0,0.0
Jeff Green,8.0,0.0,0.0,2.0,2.0,2.0,10.0,2.0,2.0
J.J. Redick,8.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0
Kevin Love,7.0,26.0,2.0,1.0,13.0,1.0,8.0,3.0,39.0
Al Horford,7.0,12.0,2.0,6.0,10.0,6.0,13.0,8.0,22.0
Brandon Knight,7.0,2.0,6.0,16.0,1.0,13.0,23.0,19.0,3.0
Ryan Anderson,7.0,1.0,0.0,5.0,8.0,0.0,12.0,0.0,9.0
Greg Monroe,6.0,15.0,0.0,9.0,25.0,3.0,15.0,3.0,40.0
Chandler Parsons,6.0,4.0,1.0,8.0,1.0,2.0,14.0,3.0,5.0
Evan Fournier,6.0,1.0,3.0,11.0,0.0,3.0,17.0,6.0,1.0
Avery Bradley,6.0,1.0,0.0,5.0,0.0,1.0,11.0,1.0,1.0
Tony Parker,6.0,0.0,29.0,2.0,0.0,5.0,8.0,34.0,0.0
Jeremy Lin,6.0,0.0,4.0,3.0,0.0,2.0,9.0,6.0,0.0
Kentavious Caldwell-Pope,6.0,0.0,2.0,10.0,0.0,0.0,16.0,2.0,0.0
DeAndre Jordan,5.0,45.0,0.0,2.0,25.0,0.0,7.0,0.0,70.0
Marcin Gortat,5.0,27.0,0.0,2.0,30.0,1.0,7.0,1.0,57.0
Kristaps Porzingis,5.0,6.0,0.0,9.0,16.0,0.0,14.0,0.0,22.0
Will Barton,5.0,4.0,0.0,14.0,4.0,4.0,19.0,4.0,8.0
Nikola Mirotic,5.0,2.0,1.0,3.0,3.0,0.0,8.0,1.0,5.0
Kent Bazemore,5.0,2.0,1.0,4.0,4.0,1.0,9.0,2.0,6.0
Arron Afflalo,5.0,2.0,0.0,3.0,0.0,0.0,8.0,0.0,2.0
Eric Bledsoe,5.0,1.0,8.0,7.0,0.0,11.0,12.0,19.0,1.0
Dennis Schroder,5.0,1.0,7.0,1.0,0.0,11.0,6.0,18.0,1.0
Marcus Morris,5.0,1.0,2.0,5.0,0.0,3.0,10.0,5.0,1.0
Jrue Holiday,5.0,0.0,14.0,8.0,1.0,15.0,13.0,29.0,1.0
Derrick Rose,5.0,0.0,11.0,10.0,1.0,12.0,15.0,23.0,1.0
Draymond Green,4.0,39.0,39.0,0.0,5.0,5.0,4.0,44.0,44.0
Hassan Whiteside,4.0,31.0,0.0,6.0,21.0,0.0,10.0,0.0,52.0
Tobias Harris,4.0,11.0,3.0,6.0,3.0,1.0,10.0,4.0,14.0
Kenneth Faried,4.0,10.0,0.0,4.0,20.0,1.0,8.0,1.0,30.0
Al Jefferson,4.0,6.0,0.0,0.0,3.0,0.0,4.0,0.0,9.0
Rudy Gay,4.0,4.0,0.0,5.0,7.0,0.0,9.0,0.0,11.0
Victor Oladipo,4.0,1.0,5.0,15.0,5.0,8.0,19.0,13.0,6.0
C.J. Miles,4.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0
Mirza Teletovic,4.0,1.0,0.0,8.0,2.0,0.0,12.0,0.0,3.0
Goran Dragic,4.0,0.0,26.0,2.0,0.0,12.0,6.0,38.0,0.0
D.J. Augustin,4.0,0.0,5.0,1.0,0.0,6.0,5.0,11.0,0.0
Wesley Matthews,4.0,0.0,2.0,4.0,0.0,0.0,8.0,2.0,0.0
Jordan Clarkson,4.0,0.0,2.0,11.0,2.0,7.0,15.0,9.0,2.0
Thaddeus Young,3.0,11.0,1.0,9.0,26.0,0.0,12.0,1.0,37.0
Jae Crowder,3.0,4.0,1.0,3.0,4.0,0.0,6.0,1.0,8.0
Kelly Olynyk,3.0,4.0,0.0,1.0,1.0,0.0,4.0,0.0,5.0
Luol Deng,3.0,4.0,0.0,2.0,2.0,0.0,5.0,0.0,6.0
Marcus Smart,3.0,3.0,3.0,3.0,0.0,1.0,6.0,4.0,3.0
Jahlil Okafor,3.0,2.0,0.0,23.0,11.0,0.0,26.0,0.0,13.0
Raymond Felton,3.0,1.0,6.0,5.0,0.0,5.0,8.0,11.0,1.0
Zach LaVine,3.0,1.0,3.0,9.0,0.0,4.0,12.0,7.0,1.0
Norman Powell,3.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0
Jabari Parker,3.0,1.0,0.0,4.0,3.0,0.0,7.0,0.0,4.0
Lou Williams,3.0,0.0,3.0,12.0,0.0,9.0,15.0,12.0,0.0
Bojan Bogdanovic,3.0,0.0,0.0,4.0,0.0,2.0,7.0,2.0,0.0
Austin Rivers,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Doug McDermott,3.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0
Jonas Valanciunas,2.0,24.0,0.0,1.0,12.0,0.0,3.0,0.0,36.0
Marvin Williams,2.0,16.0,0.0,3.0,5.0,0.0,5.0,0.0,21.0
Tim Duncan,2.0,14.0,5.0,1.0,3.0,1.0,3.0,6.0,17.0
Alex Len,2.0,7.0,1.0,2.0,18.0,0.0,4.0,1.0,25.0
Taj Gibson,2.0,7.0,0.0,1.0,3.0,0.0,3.0,0.0,10.0
Jordan Hill,2.0,6.0,0.0,0.0,4.0,0.0,2.0,0.0,10.0
Al-Farouq Aminu,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,10.0
Michael Carter-Williams,2.0,3.0,8.0,3.0,2.0,14.0,5.0,22.0,5.0
Jeremy Lamb,2.0,2.0,0.0,3.0,4.0,1.0,5.0,1.0,6.0
Otto Porter,2.0,2.0,0.0,4.0,4.0,0.0,6.0,0.0,6.0
Myles Turner,2.0,2.0,0.0,3.0,6.0,0.0,5.0,0.0,8.0
Rajon Rondo,2.0,1.0,27.0,2.0,3.0,38.0,4.0,65.0,4.0
Elfrid Payton,2.0,1.0,21.0,3.0,1.0,25.0,5.0,46.0,2.0
Emmanuel Mudiay,2.0,1.0,14.0,4.0,0.0,19.0,6.0,33.0,1.0
Mario Chalmers,2.0,1.0,11.0,3.0,1.0,3.0,5.0,14.0,2.0
Devin Booker,2.0,1.0,5.0,13.0,0.0,9.0,15.0,14.0,1.0
Nene Hilario,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0
Carl Landry,2.0,1.0,0.0,2.0,2.0,0.0,4.0,0.0,3.0
Luke Babbitt,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0
Joe Johnson,2.0,0.0,11.0,2.0,2.0,12.0,4.0,23.0,2.0
Ish Smith,2.0,0.0,10.0,11.0,3.0,44.0,13.0,54.0,3.0
Trey Burke,2.0,0.0,4.0,5.0,0.0,5.0,7.0,9.0,0.0
Manu Ginobili,2.0,0.0,4.0,1.0,0.0,2.0,3.0,6.0,0.0
Ramon Sessions,2.0,0.0,4.0,2.0,0.0,3.0,4.0,7.0,0.0
Randy Foye,2.0,0.0,3.0,0.0,0.0,1.0,2.0,4.0,0.0
Kyle Korver,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
Allen Crabbe,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0
J.R. Smith,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
Archie Goodwin,2.0,0.0,1.0,4.0,0.0,4.0,6.0,5.0,0.0
Tim Hardaway,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
D'Angelo Russell,2.0,0.0,1.0,9.0,2.0,20.0,11.0,21.0,2.0
Gerald Green,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
Eric Gordon,2.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0
Trevor Ariza,2.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0
Shabazz Muhammad,2.0,0.0,0.0,4.0,1.0,1.0,6.0,1.0,1.0
Lance Stephenson,2.0,0.0,0.0,3.0,1.0,4.0,5.0,4.0,1.0
Dwight Howard,1.0,27.0,0.0,5.0,30.0,1.0,6.0,1.0,57.0
Zaza Pachulia,1.0,23.0,0.0,1.0,22.0,1.0,2.0,1.0,45.0
Rudy Gobert,1.0,19.0,0.0,0.0,18.0,1.0,1.0,1.0,37.0
Jared Sullinger,1.0,18.0,1.0,0.0,18.0,2.0,1.0,3.0,36.0
Ian Mahinmi,1.0,12.0,0.0,0.0,9.0,0.0,1.0,0.0,21.0
