player,point_lead_count_wins,rebound_lead_count_wins,assist_lead_count_wins,point_lead_count_losses,rebound_lead_count_losses,assist_lead_count_losses,point_lead_count_total,rebound_lead_count_total,assist_lead_count_total
James Harden,46.0,10.0,45.0,14.0,4.0,15.0,60.0,60.0,14.0
Stephen Curry,36.0,1.0,52.0,6.0,0.0,12.0,42.0,64.0,1.0
LeBron James,28.0,7.0,38.0,7.0,0.0,10.0,35.0,48.0,7.0
Russell Westbrook,28.0,6.0,34.0,17.0,4.0,24.0,45.0,58.0,10.0
Anthony Davis,27.0,21.0,2.0,19.0,20.0,2.0,46.0,4.0,41.0
LaMarcus Aldridge,24.0,31.0,1.0,15.0,12.0,0.0,39.0,1.0,43.0
Monta Ellis,23.0,1.0,13.0,10.0,0.0,5.0,33.0,18.0,1.0
Damian Lillard,21.0,2.0,35.0,12.0,2.0,17.0,33.0,52.0,4.0
Blake Griffin,20.0,2.0,5.0,9.0,1.0,4.0,29.0,9.0,3.0
Klay Thompson,20.0,0.0,3.0,7.0,1.0,0.0,27.0,3.0,1.0
Marc Gasol,19.0,15.0,15.0,8.0,6.0,4.0,27.0,19.0,21.0
DeMar DeRozan,18.0,6.0,9.0,12.0,2.0,4.0,30.0,13.0,8.0
Chris Paul,18.0,1.0,51.0,7.0,0.0,22.0,25.0,73.0,1.0
Paul Millsap,17.0,26.0,3.0,5.0,6.0,0.0,22.0,3.0,32.0
John Wall,17.0,4.0,43.0,15.0,1.0,34.0,32.0,77.0,5.0
Zach Randolph,16.0,35.0,6.0,6.0,11.0,3.0,22.0,9.0,46.0
Kawhi Leonard,15.0,13.0,2.0,4.0,3.0,2.0,19.0,4.0,16.0
Brook Lopez,15.0,12.0,0.0,13.0,13.0,0.0,28.0,0.0,25.0
Gordon Hayward,15.0,2.0,13.0,19.0,4.0,13.0,34.0,26.0,6.0
Jimmy Butler,15.0,2.0,12.0,12.0,2.0,4.0,27.0,16.0,4.0
DeMarcus Cousins,14.0,20.0,0.0,26.0,30.0,9.0,40.0,9.0,50.0
Jeff Teague,14.0,1.0,43.0,7.0,0.0,12.0,21.0,55.0,1.0
Mike Conley,14.0,0.0,26.0,7.0,1.0,15.0,21.0,41.0,1.0
Tony Parker,14.0,0.0,25.0,6.0,0.0,9.0,20.0,34.0,0.0
Brandon Knight,14.0,0.0,13.0,12.0,3.0,16.0,26.0,29.0,3.0
Isaiah Thomas,14.0,0.0,11.0,8.0,0.0,5.0,22.0,16.0,0.0
Kyle Lowry,13.0,2.0,34.0,8.0,2.0,18.0,21.0,52.0,4.0
Dwyane Wade,13.0,1.0,13.0,22.0,1.0,15.0,35.0,28.0,2.0
Kyrie Irving,13.0,0.0,10.0,10.0,0.0,12.0,23.0,22.0,0.0
Pau Gasol,12.0,33.0,2.0,6.0,16.0,1.0,18.0,3.0,49.0
Dirk Nowitzki,12.0,7.0,1.0,8.0,1.0,0.0,20.0,1.0,8.0
Rodney Stuckey,12.0,1.0,8.0,6.0,1.0,4.0,18.0,12.0,2.0
Kemba Walker,12.0,0.0,11.0,9.0,1.0,20.0,21.0,31.0,1.0
Lou Williams,12.0,0.0,0.0,4.0,0.0,2.0,16.0,2.0,0.0
Al Horford,10.0,18.0,3.0,2.0,10.0,1.0,12.0,4.0,28.0
Derrick Favors,10.0,10.0,1.0,11.0,11.0,0.0,21.0,1.0,21.0
Kevin Durant,10.0,5.0,5.0,5.0,1.0,0.0,15.0,5.0,6.0
Carmelo Anthony,10.0,3.0,0.0,25.0,7.0,4.0,35.0,4.0,10.0
Rudy Gay,10.0,0.0,4.0,16.0,3.0,11.0,26.0,15.0,3.0
Chris Bosh,9.0,10.0,1.0,8.0,11.0,1.0,17.0,2.0,21.0
Eric Bledsoe,9.0,9.0,25.0,15.0,4.0,28.0,24.0,53.0,13.0
Tobias Harris,9.0,3.0,0.0,11.0,7.0,1.0,20.0,1.0,10.0
Goran Dragic,9.0,2.0,14.0,5.0,1.0,12.0,14.0,26.0,3.0
Ty Lawson,9.0,0.0,27.0,15.0,0.0,45.0,24.0,72.0,0.0
Derrick Rose,9.0,0.0,14.0,5.0,0.0,7.0,14.0,21.0,0.0
Kenneth Faried,8.0,16.0,0.0,4.0,19.0,0.0,12.0,0.0,35.0
Tyreke Evans,8.0,2.0,22.0,8.0,2.0,15.0,16.0,37.0,4.0
Avery Bradley,8.0,2.0,2.0,4.0,0.0,0.0,12.0,2.0,2.0
Reggie Jackson,8.0,1.0,13.0,9.0,2.0,23.0,17.0,36.0,3.0
Kevin Martin,8.0,1.0,0.0,14.0,0.0,3.0,22.0,3.0,1.0
Gerald Henderson,8.0,0.0,4.0,8.0,1.0,6.0,16.0,10.0,1.0
J.J. Redick,8.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0
Marcin Gortat,7.0,25.0,0.0,3.0,19.0,0.0,10.0,0.0,44.0
Kevin Love,7.0,25.0,0.0,7.0,10.0,1.0,14.0,1.0,35.0
Markieff Morris,7.0,9.0,1.0,8.0,7.0,5.0,15.0,6.0,16.0
Joe Johnson,7.0,3.0,7.0,8.0,1.0,6.0,15.0,13.0,4.0
Bradley Beal,7.0,2.0,1.0,5.0,2.0,0.0,12.0,1.0,4.0
C.J. Miles,7.0,2.0,1.0,9.0,0.0,0.0,16.0,1.0,2.0
Chandler Parsons,7.0,1.0,1.0,6.0,1.0,0.0,13.0,1.0,2.0
Nikola Mirotic,7.0,1.0,0.0,3.0,4.0,0.0,10.0,0.0,5.0
Brandon Jennings,7.0,0.0,11.0,6.0,0.0,15.0,13.0,26.0,0.0
Nikola Vucevic,6.0,12.0,1.0,16.0,40.0,1.0,22.0,2.0,52.0
Al Jefferson,6.0,9.0,0.0,16.0,17.0,0.0,22.0,0.0,26.0
DeMarre Carroll,6.0,7.0,0.0,1.0,1.0,0.0,7.0,0.0,8.0
Michael Carter-Williams,6.0,4.0,16.0,13.0,7.0,27.0,19.0,43.0,11.0
Danny Green,6.0,4.0,0.0,2.0,0.0,0.0,8.0,0.0,4.0
Kobe Bryant,6.0,2.0,7.0,14.0,3.0,13.0,20.0,20.0,5.0
Luol Deng,6.0,2.0,2.0,3.0,3.0,1.0,9.0,3.0,5.0
Kyle Korver,6.0,2.0,0.0,2.0,0.0,0.0,8.0,0.0,2.0
Jeff Green,6.0,2.0,0.0,13.0,1.0,0.0,19.0,0.0,3.0
Robert Covington,6.0,2.0,0.0,13.0,5.0,2.0,19.0,2.0,7.0
George Hill,6.0,1.0,12.0,6.0,1.0,5.0,12.0,17.0,2.0
Victor Oladipo,6.0,0.0,6.0,24.0,1.0,12.0,30.0,18.0,1.0
O.J. Mayo,6.0,0.0,3.0,1.0,0.0,2.0,7.0,5.0,0.0
Jamal Crawford,6.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0
Tim Duncan,5.0,28.0,7.0,7.0,19.0,3.0,12.0,10.0,47.0
Andre Drummond,5.0,24.0,0.0,8.0,35.0,0.0,13.0,0.0,59.0
Roy Hibbert,5.0,14.0,1.0,3.0,12.0,0.0,8.0,1.0,26.0
Jared Sullinger,5.0,8.0,1.0,7.0,10.0,1.0,12.0,2.0,18.0
Khris Middleton,5.0,4.0,1.0,7.0,1.0,3.0,12.0,4.0,5.0
Ersan Ilyasova,5.0,2.0,0.0,4.0,3.0,0.0,9.0,0.0,5.0
Trey Burke,5.0,0.0,9.0,2.0,0.0,18.0,7.0,27.0,0.0
Gerald Green,5.0,0.0,0.0,6.0,2.0,1.0,11.0,1.0,2.0
Draymond Green,4.0,28.0,6.0,0.0,7.0,0.0,4.0,6.0,35.0
Jonas Valanciunas,4.0,22.0,0.0,3.0,20.0,0.0,7.0,0.0,42.0
Dwight Howard,4.0,16.0,0.0,3.0,8.0,0.0,7.0,0.0,24.0
Mason Plumlee,4.0,12.0,0.0,6.0,13.0,0.0,10.0,0.0,25.0
Tyler Zeller,4.0,8.0,0.0,3.0,11.0,0.0,7.0,0.0,19.0
Kris Humphries,4.0,7.0,0.0,1.0,7.0,0.0,5.0,0.0,14.0
Greg Monroe,4.0,5.0,2.0,11.0,15.0,1.0,15.0,3.0,20.0
Nene Hilario,4.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0,3.0
Deron Williams,4.0,0.0,18.0,5.0,1.0,23.0,9.0,41.0,1.0
Jarrett Jack,4.0,0.0,13.0,6.0,1.0,14.0,10.0,27.0,1.0
Manu Ginobili,4.0,0.0,10.0,1.0,1.0,4.0,5.0,14.0,1.0
Jeremy Lin,4.0,0.0,7.0,6.0,0.0,18.0,10.0,25.0,0.0
Jordan Clarkson,4.0,0.0,4.0,12.0,0.0,15.0,16.0,19.0,0.0
Wesley Matthews,4.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,0.0
Paul Pierce,4.0,0.0,0.0,3.0,1.0,0.0,7.0,0.0,1.0
Kentavious Caldwell-Pope,4.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0
Arron Afflalo,4.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0
Danilo Gallinari,4.0,0.0,0.0,7.0,0.0,0.0,11.0,0.0,0.0
Tyson Chandler,3.0,33.0,0.0,2.0,21.0,0.0,5.0,0.0,54.0
Giannis Antetokounmpo,3.0,16.0,3.0,9.0,8.0,3.0,12.0,6.0,24.0
Timofey Mozgov,3.0,8.0,0.0,0.0,8.0,0.0,3.0,0.0,16.0
Evan Turner,3.0,6.0,15.0,3.0,2.0,19.0,6.0,34.0,8.0
Serge Ibaka,3.0,6.0,0.0,3.0,11.0,0.0,6.0,0.0,17.0
Marcus Morris,3.0,4.0,1.0,3.0,3.0,0.0,6.0,1.0,7.0
Marreese Speights,3.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0
Jordan Hill,3.0,4.0,0.0,6.0,16.0,1.0,9.0,1.0,20.0
Harrison Barnes,3.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0
Jared Dudley,3.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0
Kelly Olynyk,3.0,1.0,0.0,3.0,4.0,1.0,6.0,1.0,5.0
Wilson Chandler,3.0,1.0,0.0,12.0,8.0,0.0,15.0,0.0,9.0
Mo Williams,3.0,0.0,14.0,6.0,1.0,25.0,9.0,39.0,1.0
Dennis Schroder,3.0,0.0,9.0,1.0,0.0,3.0,4.0,12.0,0.0
D.J. Augustin,3.0,0.0,8.0,5.0,0.0,9.0,8.0,17.0,0.0
