player,point_lead_count_wins,rebound_lead_count_wins,assist_lead_count_wins,point_lead_count_losses,rebound_lead_count_losses,assist_lead_count_losses,point_lead_count_total,rebound_lead_count_total,assist_lead_count_total
Dirk Nowitzki,44.0,26.0,8.0,15.0,13.0,5.0,59.0,13.0,39.0
Kobe Bryant,44.0,4.0,13.0,31.0,2.0,14.0,75.0,27.0,6.0
LeBron James,42.0,12.0,33.0,29.0,5.0,26.0,71.0,59.0,17.0
Dwyane Wade,35.0,5.0,29.0,21.0,4.0,19.0,56.0,48.0,9.0
Carmelo Anthony,34.0,6.0,2.0,29.0,0.0,1.0,63.0,3.0,6.0
Elton Brand,31.0,21.0,4.0,20.0,19.0,3.0,51.0,7.0,40.0
Vince Carter,31.0,7.0,5.0,14.0,1.0,2.0,45.0,7.0,8.0
Gilbert Arenas,31.0,1.0,24.0,25.0,1.0,29.0,56.0,53.0,2.0
Allen Iverson,30.0,2.0,30.0,34.0,0.0,32.0,64.0,62.0,2.0
Michael Redd,29.0,1.0,3.0,28.0,1.0,5.0,57.0,8.0,2.0
Shawn Marion,26.0,37.0,0.0,14.0,23.0,0.0,40.0,0.0,60.0
Paul Pierce,26.0,12.0,11.0,33.0,13.0,17.0,59.0,28.0,25.0
Tim Duncan,24.0,52.0,9.0,7.0,15.0,4.0,31.0,13.0,67.0
Chauncey Billups,24.0,0.0,53.0,7.0,0.0,14.0,31.0,67.0,0.0
Ray Allen,23.0,3.0,3.0,27.0,3.0,7.0,50.0,10.0,6.0
Richard Hamilton,22.0,0.0,5.0,4.0,0.0,1.0,26.0,6.0,0.0
Pau Gasol,21.0,25.0,25.0,16.0,17.0,10.0,37.0,35.0,42.0
Jason Richardson,21.0,2.0,0.0,21.0,4.0,7.0,42.0,7.0,6.0
Mike Bibby,21.0,0.0,21.0,12.0,1.0,15.0,33.0,36.0,1.0
Tony Parker,20.0,0.0,39.0,7.0,0.0,10.0,27.0,49.0,0.0
Kevin Garnett,18.0,23.0,9.0,24.0,40.0,8.0,42.0,17.0,63.0
Mehmet Okur,18.0,18.0,3.0,12.0,16.0,3.0,30.0,6.0,34.0
Tracy McGrady,17.0,3.0,6.0,10.0,4.0,10.0,27.0,16.0,7.0
