player,point_lead_count_wins,rebound_lead_count_wins,assist_lead_count_wins,point_lead_count_losses,rebound_lead_count_losses,assist_lead_count_losses,point_lead_count_total,rebound_lead_count_total,assist_lead_count_total
Peja Stojakovic,40.0,10.0,0.0,13.0,3.0,2.0,53.0,2.0,13.0
Tim Duncan,34.0,43.0,8.0,12.0,15.0,3.0,46.0,11.0,58.0
Kevin Garnett,33.0,53.0,16.0,17.0,21.0,10.0,50.0,26.0,74.0
Paul Pierce,28.0,15.0,15.0,24.0,10.0,23.0,52.0,38.0,25.0
Jermaine O'Neal,27.0,34.0,3.0,13.0,11.0,1.0,40.0,4.0,45.0
Kobe Bryant,27.0,3.0,20.0,9.0,4.0,7.0,36.0,27.0,7.0
Dirk Nowitzki,24.0,20.0,1.0,11.0,10.0,0.0,35.0,1.0,30.0
Vince Carter,23.0,3.0,18.0,23.0,3.0,13.0,46.0,31.0,6.0
Metta World Peace,23.0,3.0,14.0,4.0,2.0,5.0,27.0,19.0,5.0
Richard Hamilton,23.0,1.0,8.0,9.0,0.0,9.0,32.0,17.0,1.0
Michael Redd,22.0,3.0,1.0,22.0,4.0,1.0,44.0,2.0,7.0
Baron Davis,22.0,0.0,34.0,20.0,2.0,17.0,42.0,51.0,2.0
Carmelo Anthony,21.0,4.0,4.0,24.0,5.0,2.0,45.0,6.0,9.0
Shaquille O'Neal,20.0,35.0,6.0,8.0,13.0,2.0,28.0,8.0,48.0
Zach Randolph,20.0,30.0,1.0,21.0,27.0,0.0,41.0,1.0,57.0
Andrei Kirilenko,20.0,18.0,10.0,13.0,13.0,5.0,33.0,15.0,31.0
Chauncey Billups,20.0,0.0,33.0,8.0,0.0,14.0,28.0,47.0,0.0
Pau Gasol,19.0,21.0,1.0,11.0,14.0,4.0,30.0,5.0,35.0
Stephon Marbury,19.0,0.0,36.0,17.0,0.0,40.0,36.0,76.0,0.0
Jason Richardson,18.0,6.0,2.0,20.0,4.0,4.0,38.0,6.0,10.0
Eddie Jones,18.0,0.0,6.0,13.0,2.0,7.0,31.0,13.0,2.0
Richard Jefferson,17.0,4.0,5.0,17.0,7.0,5.0,34.0,10.0,11.0
Tracy McGrady,16.0,3.0,13.0,38.0,8.0,27.0,54.0,40.0,11.0
Allen Iverson,16.0,0.0,10.0,17.0,0.0,16.0,33.0,26.0,0.0
Ray Allen,15.0,2.0,6.0,14.0,5.0,4.0,29.0,10.0,7.0
Michael Finley,15.0,1.0,1.0,6.0,1.0,0.0,21.0,1.0,2.0
LeBron James,15.0,0.0,14.0,23.0,3.0,25.0,38.0,39.0,3.0
Yao Ming,14.0,29.0,0.0,11.0,16.0,0.0,25.0,0.0,45.0
Kenyon Martin,14.0,24.0,1.0,7.0,12.0,1.0,21.0,2.0,36.0
Steve Francis,14.0,1.0,36.0,9.0,4.0,22.0,23.0,58.0,5.0
Jamal Crawford,13.0,1.0,12.0,21.0,0.0,13.0,34.0,25.0,1.0
Dwyane Wade,13.0,0.0,11.0,7.0,1.0,7.0,20.0,18.0,1.0
Rashard Lewis,12.0,10.0,0.0,12.0,13.0,1.0,24.0,1.0,23.0
Sam Cassell,12.0,0.0,40.0,5.0,1.0,14.0,17.0,54.0,1.0
Amar'e Stoudemire,11.0,8.0,0.0,16.0,15.0,1.0,27.0,1.0,23.0
Quentin Richardson,11.0,4.0,3.0,6.0,5.0,2.0,17.0,5.0,9.0
Larry Hughes,11.0,2.0,1.0,16.0,3.0,6.0,27.0,7.0,5.0
Cuttino Mobley,11.0,0.0,5.0,5.0,0.0,5.0,16.0,10.0,0.0
Latrell Sprewell,11.0,0.0,2.0,2.0,1.0,0.0,13.0,2.0,1.0
Keith Van Horn,10.0,11.0,0.0,14.0,10.0,1.0,24.0,1.0,21.0
James Posey,10.0,4.0,0.0,8.0,6.0,0.0,18.0,0.0,10.0
Stephen Jackson,10.0,2.0,1.0,17.0,4.0,7.0,27.0,8.0,6.0
Shawn Marion,9.0,12.0,2.0,17.0,27.0,4.0,26.0,6.0,39.0
Shareef Abdur-Rahim,9.0,12.0,2.0,19.0,21.0,1.0,28.0,3.0,33.0
Manu Ginobili,9.0,2.0,13.0,5.0,1.0,9.0,14.0,22.0,3.0
Gilbert Arenas,9.0,0.0,12.0,20.0,1.0,16.0,29.0,28.0,1.0
Lamar Odom,8.0,26.0,9.0,15.0,17.0,12.0,23.0,21.0,43.0
Elton Brand,8.0,18.0,4.0,18.0,28.0,6.0,26.0,10.0,46.0
Zydrunas Ilgauskas,8.0,9.0,0.0,12.0,10.0,0.0,20.0,0.0,19.0
Jason Kidd,8.0,6.0,38.0,5.0,4.0,23.0,13.0,61.0,10.0
Mike Bibby,8.0,1.0,13.0,10.0,0.0,11.0,18.0,24.0,1.0
Mike Miller,8.0,0.0,4.0,1.0,1.0,2.0,9.0,6.0,1.0
Voshon Lenard,8.0,0.0,1.0,2.0,0.0,1.0,10.0,2.0,0.0
Tim Thomas,8.0,0.0,0.0,3.0,2.0,0.0,11.0,0.0,2.0
Antoine Walker,7.0,14.0,7.0,2.0,9.0,6.0,9.0,13.0,23.0
Rasheed Wallace,7.0,6.0,1.0,10.0,4.0,3.0,17.0,4.0,10.0
Andre Miller,7.0,2.0,28.0,7.0,2.0,21.0,14.0,49.0,4.0
Kerry Kittles,7.0,2.0,0.0,3.0,1.0,0.0,10.0,0.0,3.0
Damon Stoudamire,7.0,0.0,20.0,2.0,1.0,23.0,9.0,43.0,1.0
Carlos Boozer,6.0,22.0,1.0,5.0,29.0,2.0,11.0,3.0,51.0
Tony Parker,6.0,0.0,30.0,3.0,0.0,9.0,9.0,39.0,0.0
Carlos Arroyo,6.0,0.0,18.0,7.0,0.0,18.0,13.0,36.0,0.0
Joe Johnson,6.0,0.0,12.0,10.0,4.0,18.0,16.0,30.0,4.0
Derek Anderson,6.0,0.0,9.0,2.0,0.0,5.0,8.0,14.0,0.0
Reggie Miller,6.0,0.0,6.0,0.0,0.0,2.0,6.0,8.0,0.0
Corey Maggette,6.0,0.0,4.0,23.0,4.0,7.0,29.0,11.0,4.0
Jamal Mashburn,6.0,0.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0
Gordan Giricek,6.0,0.0,0.0,6.0,1.0,2.0,12.0,2.0,1.0
Jamaal Magloire,5.0,27.0,0.0,5.0,21.0,0.0,10.0,0.0,48.0
Donyell Marshall,5.0,17.0,0.0,12.0,28.0,0.0,17.0,0.0,45.0
Eddy Curry,5.0,6.0,0.0,13.0,6.0,1.0,18.0,1.0,12.0
Jalen Rose,5.0,1.0,10.0,9.0,0.0,14.0,14.0,24.0,1.0
Allan Houston,5.0,0.0,1.0,11.0,0.0,1.0,16.0,2.0,0.0
Bonzi Wells,5.0,0.0,1.0,5.0,1.0,1.0,10.0,2.0,1.0
Kenny Thomas,4.0,20.0,1.0,11.0,23.0,0.0,15.0,1.0,43.0
Joe Smith,4.0,18.0,1.0,2.0,15.0,0.0,6.0,1.0,33.0
Al Harrington,4.0,10.0,2.0,4.0,2.0,0.0,8.0,2.0,12.0
Juwan Howard,4.0,7.0,0.0,12.0,18.0,4.0,16.0,4.0,25.0
Kwame Brown,4.0,6.0,1.0,3.0,19.0,1.0,7.0,2.0,25.0
Stromile Swift,4.0,6.0,0.0,2.0,3.0,0.0,6.0,0.0,9.0
Matt Harpring,4.0,5.0,0.0,3.0,3.0,0.0,7.0,0.0,8.0
Vladimir Radmanovic,4.0,4.0,0.0,1.0,9.0,4.0,5.0,4.0,13.0
Stanislav Medvedenko,4.0,4.0,0.0,1.0,2.0,0.0,5.0,0.0,6.0
Tayshaun Prince,4.0,1.0,6.0,2.0,0.0,0.0,6.0,6.0,1.0
Jason Terry,4.0,0.0,15.0,12.0,1.0,25.0,16.0,40.0,1.0
Raja Bell,4.0,0.0,2.0,5.0,0.0,0.0,9.0,2.0,0.0
Brad Miller,3.0,32.0,8.0,2.0,13.0,3.0,5.0,11.0,45.0
Erick Dampier,3.0,21.0,0.0,6.0,26.0,0.0,9.0,0.0,47.0
Marcus Camby,3.0,19.0,2.0,3.0,19.0,2.0,6.0,4.0,38.0
Antawn Jamison,3.0,8.0,0.0,4.0,3.0,0.0,7.0,0.0,11.0
Jim Jackson,3.0,6.0,0.0,6.0,4.0,4.0,9.0,4.0,10.0
Toni Kukoc,3.0,3.0,3.0,2.0,1.0,2.0,5.0,5.0,4.0
Malik Rose,3.0,2.0,0.0,3.0,3.0,0.0,6.0,0.0,5.0
Clifford Robinson,3.0,1.0,9.0,8.0,2.0,6.0,11.0,15.0,3.0
Glenn Robinson,3.0,1.0,1.0,9.0,1.0,0.0,12.0,1.0,2.0
Darius Miles,3.0,1.0,0.0,2.0,1.0,2.0,5.0,2.0,2.0
Jeff McInnis,3.0,0.0,23.0,3.0,0.0,13.0,6.0,36.0,0.0
Speedy Claxton,3.0,0.0,13.0,2.0,0.0,12.0,5.0,25.0,0.0
Earl Boykins,3.0,0.0,6.0,1.0,0.0,9.0,4.0,15.0,0.0
