player,point_lead_count_wins,rebound_lead_count_wins,assist_lead_count_wins,point_lead_count_losses,rebound_lead_count_losses,assist_lead_count_losses,point_lead_count_total,rebound_lead_count_total,assist_lead_count_total
Isaiah Rider,15.0,1.0,7.0,15.0,0.0,11.0,30.0,18.0,1.0
Jamal Mashburn,15.0,1.0,6.0,4.0,3.0,6.0,19.0,12.0,4.0
Ray Allen,15.0,1.0,5.0,15.0,2.0,4.0,30.0,9.0,3.0
Sam Cassell,14.0,3.0,35.0,4.0,0.0,34.0,18.0,69.0,3.0
Nick Van Exel,14.0,2.0,33.0,4.0,0.0,36.0,18.0,69.0,2.0
Kobe Bryant,14.0,2.0,22.0,4.0,1.0,5.0,18.0,27.0,3.0
Mitch Richmond,14.0,0.0,1.0,21.0,2.0,3.0,35.0,4.0,2.0
Ron Mercer,13.0,1.0,1.0,7.0,2.0,0.0,20.0,1.0,3.0
Darrell Armstrong,13.0,0.0,25.0,14.0,2.0,25.0,27.0,50.0,2.0
Keith Van Horn,12.0,12.0,0.0,12.0,19.0,2.0,24.0,2.0,31.0
Antoine Walker,12.0,9.0,9.0,22.0,12.0,10.0,34.0,19.0,21.0
Steve Smith,12.0,0.0,3.0,3.0,0.0,1.0,15.0,4.0,0.0
Derrick Coleman,11.0,18.0,2.0,8.0,9.0,1.0,19.0,3.0,27.0
Terrell Brandon,11.0,2.0,38.0,4.0,0.0,22.0,15.0,60.0,2.0
Steve Francis,11.0,2.0,22.0,22.0,3.0,29.0,33.0,51.0,5.0
Damon Stoudamire,11.0,0.0,21.0,3.0,0.0,9.0,14.0,30.0,0.0
Michael Dickerson,11.0,0.0,1.0,17.0,0.0,1.0,28.0,2.0,0.0
Elton Brand,10.0,14.0,2.0,39.0,46.0,6.0,49.0,8.0,60.0
Jason Kidd,10.0,12.0,41.0,1.0,5.0,20.0,11.0,61.0,17.0
Anfernee Hardaway,10.0,7.0,8.0,9.0,5.0,6.0,19.0,14.0,12.0
Glenn Robinson,10.0,4.0,2.0,18.0,8.0,0.0,28.0,2.0,12.0
Arvydas Sabonis,9.0,20.0,1.0,0.0,5.0,0.0,9.0,1.0,25.0
Antonio McDyess,9.0,13.0,0.0,22.0,21.0,0.0,31.0,0.0,34.0
Shandon Anderson,9.0,4.0,2.0,2.0,2.0,2.0,11.0,4.0,6.0
Rodney Rogers,9.0,2.0,0.0,3.0,2.0,0.0,12.0,0.0,4.0
Stephon Marbury,9.0,1.0,29.0,26.0,0.0,39.0,35.0,68.0,1.0
Vin Baker,8.0,14.0,0.0,5.0,11.0,0.0,13.0,0.0,25.0
Shareef Abdur-Rahim,7.0,13.0,3.0,23.0,39.0,5.0,30.0,8.0,52.0
Bob Sura,7.0,0.0,6.0,7.0,1.0,5.0,14.0,11.0,1.0
Dirk Nowitzki,6.0,6.0,0.0,9.0,6.0,4.0,15.0,4.0,12.0
Toni Kukoc,6.0,3.0,11.0,5.0,0.0,7.0,11.0,18.0,3.0
Antawn Jamison,6.0,2.0,0.0,15.0,7.0,0.0,21.0,0.0,9.0
Cuttino Mobley,6.0,1.0,2.0,11.0,1.0,2.0,17.0,4.0,2.0
Patrick Ewing,5.0,21.0,1.0,4.0,11.0,0.0,9.0,1.0,32.0
Elden Campbell,5.0,11.0,0.0,4.0,13.0,1.0,9.0,1.0,24.0
Cedric Ceballos,5.0,9.0,0.0,10.0,8.0,0.0,15.0,0.0,17.0
Rik Smits,5.0,7.0,0.0,2.0,2.0,0.0,7.0,0.0,9.0
Lamar Odom,5.0,6.0,6.0,17.0,20.0,23.0,22.0,29.0,26.0
Lamond Murray,5.0,5.0,0.0,15.0,8.0,0.0,20.0,0.0,13.0
Chris Gatling,5.0,4.0,0.0,11.0,10.0,0.0,16.0,0.0,14.0
Jim Jackson,5.0,1.0,1.0,14.0,3.0,6.0,19.0,7.0,4.0
John Amaechi,5.0,1.0,1.0,3.0,1.0,0.0,8.0,1.0,2.0
Anthony Mason,4.0,15.0,14.0,3.0,10.0,3.0,7.0,17.0,25.0
Vlade Divac,4.0,10.0,2.0,1.0,11.0,3.0,5.0,5.0,21.0
Scottie Pippen,4.0,5.0,26.0,5.0,8.0,8.0,9.0,34.0,13.0
Juwan Howard,4.0,4.0,4.0,11.0,9.0,5.0,15.0,9.0,13.0
Erick Strickland,4.0,3.0,5.0,2.0,0.0,5.0,6.0,10.0,3.0
Mike Bibby,4.0,0.0,18.0,7.0,1.0,50.0,11.0,68.0,1.0
Kenny Anderson,4.0,0.0,14.0,4.0,1.0,23.0,8.0,37.0,1.0
Chucky Atkins,4.0,0.0,11.0,3.0,0.0,11.0,7.0,22.0,0.0
Larry Hughes,4.0,0.0,1.0,17.0,5.0,5.0,21.0,6.0,5.0
Vernon Maxwell,4.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
Kendall Gill,4.0,0.0,0.0,3.0,0.0,5.0,7.0,5.0,0.0
Dikembe Mutombo,3.0,25.0,1.0,3.0,45.0,1.0,6.0,2.0,70.0
Antonio Davis,3.0,14.0,0.0,2.0,14.0,0.0,5.0,0.0,28.0
Raef LaFrentz,3.0,11.0,0.0,4.0,14.0,0.0,7.0,0.0,25.0
Danny Fortson,3.0,9.0,0.0,1.0,5.0,0.0,4.0,0.0,14.0
Austin Croshere,3.0,8.0,0.0,1.0,4.0,0.0,4.0,0.0,12.0
Tracy McGrady,3.0,7.0,6.0,4.0,4.0,8.0,7.0,14.0,11.0
Larry Johnson,3.0,6.0,2.0,2.0,2.0,3.0,5.0,5.0,8.0
Bryon Russell,3.0,6.0,0.0,2.0,2.0,0.0,5.0,0.0,8.0
Walt Williams,3.0,4.0,1.0,4.0,0.0,1.0,7.0,2.0,4.0
Joe Smith,3.0,4.0,0.0,2.0,5.0,0.0,5.0,0.0,9.0
Tim Hardaway,3.0,1.0,28.0,2.0,0.0,12.0,5.0,40.0,1.0
Maurice Taylor,3.0,1.0,0.0,15.0,5.0,0.0,18.0,0.0,6.0
John Stockton,3.0,0.0,44.0,3.0,0.0,19.0,6.0,63.0,0.0
Eric Snow,3.0,0.0,32.0,0.0,0.0,18.0,3.0,50.0,0.0
David Wesley,3.0,0.0,16.0,6.0,0.0,17.0,9.0,33.0,0.0
Jason Terry,3.0,0.0,10.0,3.0,0.0,23.0,6.0,33.0,0.0
Chris Whitney,3.0,0.0,7.0,1.0,0.0,9.0,4.0,16.0,0.0
Aaron McKie,3.0,0.0,3.0,3.0,0.0,4.0,6.0,7.0,0.0
Glen Rice,3.0,0.0,2.0,2.0,0.0,0.0,5.0,2.0,0.0
Voshon Lenard,3.0,0.0,1.0,2.0,0.0,1.0,5.0,2.0,0.0
Johnny Newman,3.0,0.0,0.0,5.0,1.0,0.0,8.0,0.0,1.0
Tom Gugliotta,2.0,14.0,0.0,3.0,7.0,0.0,5.0,0.0,21.0
Kelvin Cato,2.0,9.0,0.0,1.0,8.0,0.0,3.0,0.0,17.0
Donyell Marshall,2.0,8.0,1.0,8.0,27.0,3.0,10.0,4.0,35.0
Aaron Williams,2.0,5.0,0.0,0.0,6.0,0.0,2.0,0.0,11.0
Tariq Abdul-Wahad,2.0,5.0,0.0,7.0,3.0,0.0,9.0,0.0,8.0
Brian Grant,2.0,5.0,0.0,0.0,3.0,0.0,2.0,0.0,8.0
Charles Barkley,2.0,4.0,2.0,1.0,8.0,3.0,3.0,5.0,12.0
Jason Caffey,2.0,3.0,0.0,0.0,9.0,0.0,2.0,0.0,12.0
Rashard Lewis,2.0,3.0,0.0,2.0,4.0,0.0,4.0,0.0,7.0
Corey Maggette,2.0,2.0,2.0,2.0,1.0,0.0,4.0,2.0,3.0
Tim Thomas,2.0,2.0,0.0,3.0,1.0,0.0,5.0,0.0,3.0
Charlie Ward,2.0,1.0,14.0,0.0,1.0,6.0,2.0,20.0,2.0
Andre Miller,2.0,1.0,11.0,5.0,4.0,25.0,7.0,36.0,5.0
Kerry Kittles,2.0,1.0,2.0,5.0,1.0,0.0,7.0,2.0,2.0
Malik Sealy,2.0,1.0,2.0,2.0,0.0,1.0,4.0,3.0,1.0
Malik Rose,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0
Eric Piatkowski,2.0,1.0,0.0,2.0,2.0,0.0,4.0,0.0,3.0
Jason Williams,2.0,0.0,27.0,4.0,0.0,26.0,6.0,53.0,0.0
Rod Strickland,2.0,0.0,17.0,5.0,0.0,34.0,7.0,51.0,0.0
Mookie Blaylock,2.0,0.0,12.0,8.0,0.0,34.0,10.0,46.0,0.0
Doug Christie,2.0,0.0,10.0,2.0,2.0,11.0,4.0,21.0,2.0
John Starks,2.0,0.0,2.0,6.0,0.0,9.0,8.0,11.0,0.0
Derek Anderson,2.0,0.0,1.0,19.0,4.0,10.0,21.0,11.0,4.0
Wally Szczerbiak,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0
Chris Mills,2.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0
Pat Garrity,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
Tracy Murray,2.0,0.0,0.0,8.0,2.0,0.0,10.0,0.0,2.0
Alan Henderson,2.0,0.0,0.0,9.0,2.0,0.0,11.0,0.0,2.0
Dale Davis,1.0,29.0,0.0,2.0,17.0,0.0,3.0,0.0,46.0
Tyrone Hill,1.0,17.0,0.0,4.0,13.0,0.0,5.0,0.0,30.0
Horace Grant,1.0,12.0,1.0,0.0,8.0,2.0,1.0,3.0,20.0
P.J. Brown,1.0,11.0,0.0,1.0,7.0,0.0,2.0,0.0,18.0
Shawn Marion,1.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0
Charles Oakley,1.0,8.0,5.0,0.0,2.0,1.0,1.0,6.0,10.0
Ruben Patterson,1.0,7.0,0.0,2.0,6.0,0.0,3.0,0.0,13.0
Brad Miller,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0
Keon Clark,1.0,5.0,0.0,3.0,5.0,0.0,4.0,0.0,10.0
Detlef Schrempf,1.0,4.0,4.0,1.0,0.0,0.0,2.0,4.0,4.0
Vitaly Potapenko,1.0,4.0,1.0,2.0,13.0,0.0,3.0,1.0,17.0
Michael Olowokandi,1.0,4.0,0.0,2.0,26.0,0.0,3.0,0.0,30.0
Matt Geiger,1.0,4.0,0.0,1.0,3.0,0.0,2.0,0.0,7.0
Scott Williams,1.0,4.0,0.0,0.0,12.0,0.0,1.0,0.0,16.0
Luc Longley,1.0,3.0,1.0,0.0,4.0,0.0,1.0,1.0,7.0
Isaac Austin,1.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,8.0
Andrew DeClercq,1.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,9.0
Jermaine O'Neal,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0
Corliss Williamson,1.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,3.0
Samaki Walker,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0
Mark Jackson,1.0,1.0,44.0,1.0,0.0,19.0,2.0,63.0,1.0
Steve Nash,1.0,1.0,16.0,0.0,0.0,5.0,1.0,21.0,1.0
Nick Anderson,1.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0
Fred Hoiberg,1.0,1.0,1.0,1.0,0.0,4.0,2.0,5.0,1.0
Dan Majerle,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0
Rasho Nesterovic,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0
Michael Doleac,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0
Wesley Person,1.0,1.0,0.0,3.0,1.0,1.0,4.0,1.0,2.0
Scott Burrell,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Monty Williams,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Anthony Carter,1.0,0.0,15.0,1.0,0.0,8.0,2.0,23.0,0.0
Lindsey Hunter,1.0,0.0,7.0,1.0,0.0,5.0,2.0,12.0,0.0
Robert Pack,1.0,0.0,6.0,1.0,0.0,7.0,2.0,13.0,0.0
Howard Eisley,1.0,0.0,6.0,0.0,0.0,2.0,1.0,8.0,0.0
Terry Porter,1.0,0.0,5.0,0.0,0.0,6.0,1.0,11.0,0.0
Troy Hudson,1.0,0.0,5.0,2.0,0.0,16.0,3.0,21.0,0.0
Greg Anthony,1.0,0.0,4.0,1.0,0.0,3.0,2.0,7.0,0.0
Antonio Daniels,1.0,0.0,4.0,0.0,0.0,2.0,1.0,6.0,0.0
Travis Best,1.0,0.0,3.0,3.0,0.0,5.0,4.0,8.0,0.0
Jaren Jackson,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
Bobby Phills,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0
Hersey Hawkins,1.0,0.0,1.0,1.0,1.0,5.0,2.0,6.0,1.0
Jeff Hornacek,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0
Al Harrington,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Todd Day,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rex Chapman,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
Tyrone Nesby,1.0,0.0,0.0,8.0,1.0,3.0,9.0,3.0,1.0
Bonzi Wells,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0
Sam Mitchell,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
Matt Bullard,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Peja Stojakovic,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0
Chris Carr,1.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0
George McCloud,1.0,0.0,0.0,3.0,0.0,3.0,4.0,3.0,0.0
Richard Hamilton,1.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Chris Mullin,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jerome Williams,0.0,24.0,0.0,2.0,20.0,0.0,2.0,0.0,44.0
Ervin Johnson,0.0,20.0,0.0,0.0,14.0,0.0,0.0,0.0,34.0
Ben Wallace,0.0,18.0,0.0,1.0,13.0,0.0,1.0,0.0,31.0
Jamie Feick,0.0,15.0,0.0,0.0,28.0,0.0,0.0,0.0,43.0
Marcus Camby,0.0,12.0,0.0,2.0,6.0,0.0,2.0,0.0,18.0
Theo Ratliff,0.0,12.0,0.0,3.0,4.0,0.0,3.0,0.0,16.0
Kevin Willis,0.0,10.0,0.0,1.0,6.0,0.0,1.0,0.0,16.0
George Lynch,0.0,10.0,0.0,1.0,11.0,0.0,1.0,0.0,21.0
Bo Outlaw,0.0,8.0,2.0,0.0,11.0,3.0,0.0,5.0,19.0
Jahidi White,0.0,8.0,0.0,1.0,10.0,0.0,1.0,0.0,18.0
Christian Laettner,0.0,7.0,2.0,1.0,6.0,1.0,1.0,3.0,13.0
Kenny Thomas,0.0,7.0,2.0,0.0,6.0,0.0,0.0,2.0,13.0
Clarence Weatherspoon,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0
Greg Ostertag,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0
Othella Harrington,0.0,7.0,0.0,9.0,8.0,1.0,9.0,1.0,15.0
Olden Polynice,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0
Adrian Griffin,0.0,6.0,4.0,1.0,5.0,2.0,1.0,6.0,11.0
Shawn Bradley,0.0,6.0,0.0,2.0,7.0,0.0,2.0,0.0,13.0
Scot Pollard,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0
Michael Smith,0.0,4.0,0.0,0.0,12.0,1.0,0.0,1.0,16.0
Kurt Thomas,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,13.0
Sam Perkins,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
Gerard King,0.0,4.0,0.0,1.0,6.0,0.0,1.0,0.0,10.0
Darvin Ham,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Armen Gilliam,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0
Brian Skinner,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0
Adonal Foyle,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0
Tony Battie,0.0,3.0,0.0,0.0,6.0,1.0,0.0,1.0,9.0
Dennis Rodman,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0
Robert Horry,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0
Brent Barry,0.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0
J.R. Reid,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Todd MacCulloch,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Oliver Miller,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0
A.C. Green,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,5.0
Hakeem Olajuwon,0.0,2.0,0.0,2.0,4.0,1.0,2.0,1.0,6.0
Andrew Lang,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Mark Bryant,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Otis Thorpe,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
James Posey,0.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0
Dickey Simpkins,0.0,2.0,0.0,1.0,5.0,1.0,1.0,1.0,7.0
Derrick McKey,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Bimbo Coles,0.0,1.0,8.0,3.0,0.0,11.0,3.0,19.0,1.0
Bobby Jackson,0.0,1.0,4.0,0.0,1.0,4.0,0.0,8.0,2.0
Ryan Bowen,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tyrone Corbin,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Robert Traylor,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
Terry Mills,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,5.0
Tony Farmer,0.0,1.0,0.0,4.0,3.0,0.0,4.0,0.0,4.0
Anthony Miller,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
Grant Long,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
Bryant Reeves,0.0,1.0,0.0,3.0,5.0,0.0,3.0,0.0,6.0
Jim McIlvaine,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jelani McCoy,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Erick Dampier,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0
Mikki Moore,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Greg Buckner,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sean Rooks,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Travis Knight,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Calvin Booth,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mark Davis,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Danny Manning,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jerome Kersey,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jeff Foster,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Derek Strong,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Avery Johnson,0.0,0.0,34.0,1.0,0.0,17.0,1.0,51.0,0.0
Brevin Knight,0.0,0.0,15.0,1.0,1.0,18.0,1.0,33.0,1.0
Chris Childs,0.0,0.0,11.0,0.0,0.0,8.0,0.0,19.0,0.0
Ron Harper,0.0,0.0,9.0,0.0,0.0,3.0,0.0,12.0,0.0
Derek Fisher,0.0,0.0,8.0,0.0,0.0,1.0,0.0,9.0,0.0
Muggsy Bogues,0.0,0.0,8.0,0.0,1.0,5.0,0.0,13.0,1.0
Baron Davis,0.0,0.0,5.0,1.0,0.0,8.0,1.0,13.0,0.0
Brian Shaw,0.0,0.0,4.0,0.0,1.0,2.0,0.0,6.0,1.0
Randy Brown,0.0,0.0,4.0,0.0,0.0,14.0,0.0,18.0,0.0
Eric Murdock,0.0,0.0,3.0,1.0,0.0,3.0,1.0,6.0,0.0
Metta World Peace,0.0,0.0,3.0,9.0,2.0,6.0,9.0,9.0,2.0
Alvin Williams,0.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0
Darrick Martin,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0
Bryce Drew,0.0,0.0,2.0,3.0,0.0,5.0,3.0,7.0,0.0
Vonteego Cummings,0.0,0.0,2.0,3.0,0.0,10.0,3.0,12.0,0.0
Randy Livingston,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0
Rex Walters,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Mario Elie,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Chauncey Billups,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Hubert Davis,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0
Anthony Johnson,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Dana Barros,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0
Moochie Norris,0.0,0.0,1.0,1.0,0.0,4.0,1.0,5.0,0.0
William Avery,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Kevin Johnson,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Corey Benjamin,0.0,0.0,0.0,4.0,0.0,2.0,4.0,2.0,0.0
Shammond Williams,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0
Dion Glover,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0
Roshown McLeod,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0
Chris Anstey,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0
Eric Williams,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
John Wallace,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
Lorenzen Wright,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0
Damon Jones,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0
Dedric Willoughby,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,0.0
Gary Trent,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
B.J. Armstrong,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,0.0
Carlos Rogers,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,9.0
Bryant Stith,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Danny Ferry,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Dennis Scott,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Jeff McInnis,0.0,0.0,0.0,1.0,0.0,10.0,1.0,10.0,0.0
Scott Padgett,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Anthony Peeler,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Will Perdue,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
Cherokee Parks,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0
Billy Owens,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
Michael Ruffin,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0
Don Reid,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
Thomas Hamilton,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0
LaPhonso Ellis,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
Michael Stewart,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
Evan Eschmeyer,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
Keith Closs,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
Tony Massenburg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Terry Cummings,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Chris Dudley,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Kornel David,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Pervis Ellison,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
Tony Delk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Walter McCarty,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Popeye Jones,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Anthony Avent,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Pete Chilcutt,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Lari Ketner,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Matt Maloney,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0
Elliot Perry,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
