player,point_lead_count_wins,rebound_lead_count_wins,assist_lead_count_wins,point_lead_count_losses,rebound_lead_count_losses,assist_lead_count_losses,point_lead_count_total,rebound_lead_count_total,assist_lead_count_total
Dirk Nowitzki,40.0,28.0,11.0,17.0,8.0,4.0,57.0,15.0,36.0
Allen Iverson,37.0,3.0,38.0,29.0,3.0,29.0,66.0,67.0,6.0
LeBron James,33.0,8.0,26.0,29.0,8.0,31.0,62.0,57.0,16.0
Amar'e Stoudemire,32.0,17.0,0.0,12.0,8.0,0.0,44.0,0.0,25.0
Tracy McGrady,32.0,6.0,26.0,22.0,2.0,18.0,54.0,44.0,8.0
Vince Carter,31.0,7.0,10.0,22.0,1.0,4.0,53.0,14.0,8.0
Dwyane Wade,31.0,3.0,40.0,11.0,0.0,13.0,42.0,53.0,3.0
Tim Duncan,25.0,41.0,4.0,8.0,9.0,0.0,33.0,4.0,50.0
Paul Pierce,25.0,13.0,14.0,17.0,7.0,9.0,42.0,23.0,20.0
Carmelo Anthony,25.0,6.0,1.0,18.0,2.0,2.0,43.0,3.0,8.0
Ray Allen,25.0,1.0,8.0,18.0,3.0,7.0,43.0,15.0,4.0
Kevin Garnett,22.0,37.0,25.0,23.0,34.0,22.0,45.0,47.0,71.0
Rashard Lewis,21.0,6.0,0.0,8.0,3.0,0.0,29.0,0.0,9.0
Gilbert Arenas,21.0,4.0,23.0,22.0,3.0,17.0,43.0,40.0,7.0
Kobe Bryant,21.0,2.0,16.0,29.0,5.0,23.0,50.0,39.0,7.0
Richard Hamilton,20.0,1.0,19.0,10.0,0.0,7.0,30.0,26.0,1.0
Shaquille O'Neal,19.0,29.0,4.0,11.0,14.0,2.0,30.0,6.0,43.0
Elton Brand,18.0,20.0,0.0,13.0,27.0,4.0,31.0,4.0,47.0
Jason Richardson,18.0,4.0,3.0,17.0,5.0,12.0,35.0,15.0,9.0
Steve Francis,18.0,0.0,32.0,17.0,4.0,31.0,35.0,63.0,4.0
Michael Redd,18.0,0.0,1.0,32.0,0.0,2.0,50.0,3.0,0.0
Peja Stojakovic,17.0,2.0,0.0,6.0,0.0,0.0,23.0,0.0,2.0
Chauncey Billups,16.0,0.0,27.0,7.0,0.0,15.0,23.0,42.0,0.0
Pau Gasol,15.0,14.0,1.0,11.0,10.0,1.0,26.0,2.0,24.0
Chris Bosh,14.0,19.0,0.0,6.0,20.0,0.0,20.0,0.0,39.0
Jermaine O'Neal,14.0,16.0,1.0,10.0,11.0,1.0,24.0,2.0,27.0
