player,point_lead_count_wins,rebound_lead_count_wins,assist_lead_count_wins,point_lead_count_losses,rebound_lead_count_losses,assist_lead_count_losses,point_lead_count_total,rebound_lead_count_total,assist_lead_count_total
Nick Van Exel,9.0,0.0,11.0,20.0,1.0,25.0,29.0,36.0,1.0
Alonzo Mourning,8.0,13.0,1.0,10.0,17.0,0.0,18.0,1.0,30.0
Rashard Lewis,8.0,13.0,0.0,8.0,11.0,0.0,16.0,0.0,24.0
Elden Campbell,8.0,10.0,0.0,8.0,10.0,0.0,16.0,0.0,20.0
Wesley Person,8.0,1.0,0.0,9.0,2.0,0.0,17.0,0.0,3.0
Steve Nash,8.0,0.0,45.0,3.0,0.0,14.0,11.0,59.0,0.0
Anfernee Hardaway,7.0,2.0,3.0,5.0,4.0,6.0,12.0,9.0,6.0
Morris Peterson,7.0,0.0,1.0,4.0,1.0,0.0,11.0,1.0,1.0
Reggie Miller,7.0,0.0,0.0,8.0,0.0,4.0,15.0,4.0,0.0
Juwan Howard,6.0,16.0,1.0,8.0,14.0,2.0,14.0,3.0,30.0
Michael Olowokandi,6.0,4.0,0.0,6.0,12.0,0.0,12.0,0.0,16.0
Kenyon Martin,6.0,3.0,1.0,8.0,3.0,0.0,14.0,1.0,6.0
Quentin Richardson,6.0,3.0,0.0,7.0,0.0,0.0,13.0,0.0,3.0
Corliss Williamson,6.0,2.0,0.0,4.0,1.0,1.0,10.0,1.0,3.0
Damon Stoudamire,6.0,1.0,21.0,6.0,1.0,15.0,12.0,36.0,2.0
Chauncey Billups,6.0,1.0,15.0,3.0,0.0,13.0,9.0,28.0,1.0
Voshon Lenard,6.0,1.0,0.0,5.0,0.0,1.0,11.0,1.0,1.0
Chucky Atkins,6.0,0.0,10.0,3.0,0.0,7.0,9.0,17.0,0.0
Ron Mercer,6.0,0.0,3.0,15.0,0.0,2.0,21.0,5.0,0.0
Brent Barry,5.0,11.0,8.0,3.0,5.0,3.0,8.0,11.0,16.0
Brad Miller,5.0,11.0,0.0,13.0,19.0,4.0,18.0,4.0,30.0
Donyell Marshall,5.0,10.0,1.0,6.0,12.0,0.0,11.0,1.0,22.0
Raef LaFrentz,5.0,9.0,0.0,5.0,13.0,1.0,10.0,1.0,22.0
Mike Miller,5.0,1.0,3.0,5.0,2.0,1.0,10.0,4.0,3.0
Jason Williams,5.0,0.0,16.0,7.0,0.0,29.0,12.0,45.0,0.0
Lee Nailon,5.0,0.0,0.0,4.0,2.0,0.0,9.0,0.0,2.0
Antonio Davis,4.0,13.0,2.0,6.0,26.0,0.0,10.0,2.0,39.0
Al Harrington,4.0,2.0,0.0,1.0,4.0,0.0,5.0,0.0,6.0
Lamond Murray,4.0,2.0,0.0,16.0,4.0,2.0,20.0,2.0,6.0
Desmond Mason,4.0,2.0,0.0,3.0,3.0,0.0,7.0,0.0,5.0
Lamar Odom,4.0,1.0,8.0,3.0,1.0,8.0,7.0,16.0,2.0
Larry Hughes,4.0,0.0,9.0,6.0,0.0,21.0,10.0,30.0,0.0
Chris Whitney,4.0,0.0,9.0,1.0,0.0,5.0,5.0,14.0,0.0
Steve Smith,4.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0
Ricky Davis,4.0,0.0,0.0,7.0,1.0,3.0,11.0,3.0,1.0
David Wesley,4.0,0.0,0.0,8.0,0.0,3.0,12.0,3.0,0.0
Courtney Alexander,4.0,0.0,0.0,1.0,0.0,2.0,5.0,2.0,0.0
Dale Davis,3.0,20.0,0.0,1.0,8.0,0.0,4.0,0.0,28.0
Kurt Thomas,3.0,15.0,0.0,9.0,21.0,1.0,12.0,1.0,36.0
Keon Clark,3.0,14.0,0.0,2.0,6.0,0.0,5.0,0.0,20.0
Rodney Rogers,3.0,4.0,1.0,1.0,1.0,0.0,4.0,1.0,5.0
Eric Snow,3.0,2.0,22.0,5.0,0.0,15.0,8.0,37.0,2.0
John Stockton,3.0,1.0,29.0,3.0,0.0,34.0,6.0,63.0,1.0
Rod Strickland,3.0,1.0,22.0,5.0,0.0,25.0,8.0,47.0,1.0
Shane Battier,3.0,1.0,2.0,13.0,5.0,4.0,16.0,6.0,6.0
Toni Kukoc,3.0,1.0,2.0,1.0,0.0,7.0,4.0,9.0,1.0
Bryon Russell,3.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0
Marcus Fizer,3.0,1.0,1.0,4.0,7.0,1.0,7.0,2.0,8.0
Michael Redd,3.0,1.0,0.0,2.0,2.0,0.0,5.0,0.0,3.0
Andrei Kirilenko,3.0,1.0,0.0,2.0,3.0,0.0,5.0,0.0,4.0
Jeff McInnis,3.0,0.0,28.0,4.0,0.0,19.0,7.0,47.0,0.0
Darrell Armstrong,3.0,0.0,17.0,3.0,0.0,19.0,6.0,36.0,0.0
Alvin Williams,3.0,0.0,17.0,4.0,0.0,24.0,7.0,41.0,0.0
Eddie House,3.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0
Jason Richardson,3.0,0.0,0.0,9.0,3.0,5.0,12.0,5.0,3.0
Dikembe Mutombo,2.0,23.0,0.0,1.0,17.0,0.0,3.0,0.0,40.0
Vlade Divac,2.0,14.0,13.0,0.0,12.0,7.0,2.0,20.0,26.0
Derrick Coleman,2.0,11.0,0.0,5.0,9.0,1.0,7.0,1.0,20.0
Nazr Mohammed,2.0,10.0,0.0,3.0,20.0,0.0,5.0,0.0,30.0
Kenny Thomas,2.0,7.0,1.0,7.0,16.0,1.0,9.0,2.0,23.0
Joe Smith,2.0,7.0,0.0,1.0,3.0,0.0,3.0,0.0,10.0
Jumaine Jones,2.0,7.0,0.0,1.0,13.0,0.0,3.0,0.0,20.0
James Posey,2.0,6.0,4.0,3.0,8.0,0.0,5.0,4.0,14.0
Vin Baker,2.0,6.0,0.0,4.0,8.0,0.0,6.0,0.0,14.0
Jason Collins,2.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0
Zydrunas Ilgauskas,2.0,3.0,0.0,2.0,6.0,0.0,4.0,0.0,9.0
Stromile Swift,2.0,3.0,0.0,6.0,7.0,0.0,8.0,0.0,10.0
Jamaal Tinsley,2.0,2.0,34.0,1.0,1.0,25.0,3.0,59.0,3.0
Metta World Peace,2.0,2.0,2.0,9.0,2.0,4.0,11.0,6.0,4.0
Hedo Turkoglu,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0
Tony Delk,2.0,2.0,0.0,2.0,0.0,2.0,4.0,2.0,2.0
Aaron Williams,2.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,4.0
Richard Jefferson,2.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,4.0
Derek Anderson,2.0,1.0,5.0,3.0,0.0,3.0,5.0,8.0,1.0
Erick Strickland,2.0,1.0,1.0,0.0,0.0,4.0,2.0,5.0,1.0
Corey Maggette,2.0,1.0,0.0,4.0,0.0,0.0,6.0,0.0,1.0
Tim Thomas,2.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,3.0
Austin Croshere,2.0,1.0,0.0,2.0,3.0,0.0,4.0,0.0,4.0
Mike Bibby,2.0,0.0,17.0,3.0,0.0,8.0,5.0,25.0,0.0
Terrell Brandon,2.0,0.0,16.0,0.0,0.0,8.0,2.0,24.0,0.0
Aaron McKie,2.0,0.0,4.0,1.0,1.0,5.0,3.0,9.0,1.0
Troy Hudson,2.0,0.0,3.0,3.0,0.0,7.0,5.0,10.0,0.0
Eric Piatkowski,2.0,0.0,1.0,2.0,0.0,1.0,4.0,2.0,0.0
Charles Smith,2.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0
Rodney Buford,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
Lucious Harris,2.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0
Ben Wallace,1.0,45.0,0.0,1.0,28.0,2.0,2.0,2.0,73.0
Danny Fortson,1.0,17.0,0.0,6.0,33.0,0.0,7.0,0.0,50.0
David Robinson,1.0,9.0,1.0,1.0,3.0,0.0,2.0,1.0,12.0
Samaki Walker,1.0,9.0,0.0,0.0,6.0,0.0,1.0,0.0,15.0
Jerome Williams,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
Todd MacCulloch,1.0,8.0,1.0,0.0,2.0,0.0,1.0,1.0,10.0
Marcus Camby,1.0,7.0,0.0,1.0,9.0,0.0,2.0,0.0,16.0
Tyson Chandler,1.0,5.0,1.0,1.0,7.0,0.0,2.0,1.0,12.0
Lorenzen Wright,1.0,5.0,0.0,4.0,18.0,0.0,5.0,0.0,23.0
Rasho Nesterovic,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0
Jamaal Magloire,1.0,4.0,0.0,1.0,4.0,0.0,2.0,0.0,8.0
DerMarr Johnson,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
Doug Christie,1.0,3.0,15.0,2.0,0.0,3.0,3.0,18.0,3.0
Rick Fox,1.0,3.0,10.0,0.0,0.0,3.0,1.0,13.0,3.0
Scott Padgett,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0
Vladimir Radmanovic,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
Jake Tsakalidis,1.0,3.0,0.0,2.0,4.0,0.0,3.0,0.0,7.0
Jim Jackson,1.0,2.0,2.0,7.0,3.0,1.0,8.0,3.0,5.0
Grant Hill,1.0,2.0,1.0,1.0,5.0,3.0,2.0,4.0,7.0
Christian Laettner,1.0,2.0,1.0,0.0,5.0,4.0,1.0,5.0,7.0
Ruben Patterson,1.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0
Eddie Griffin,1.0,2.0,0.0,1.0,6.0,0.0,2.0,0.0,8.0
Jarron Collins,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0
Pat Garrity,1.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,4.0
Eddy Curry,1.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,7.0
Darius Miles,1.0,2.0,0.0,2.0,0.0,4.0,3.0,4.0,2.0
Monty Williams,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0
Isaiah Rider,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
Bobby Jackson,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
Lawrence Funderburke,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Antonio Daniels,1.0,0.0,8.0,0.0,0.0,4.0,1.0,12.0,0.0
Jon Barry,1.0,0.0,7.0,1.0,0.0,3.0,2.0,10.0,0.0
Tim Hardaway,1.0,0.0,5.0,2.0,0.0,10.0,3.0,15.0,0.0
Jacque Vaughn,1.0,0.0,5.0,0.0,0.0,19.0,1.0,24.0,0.0
Greg Anthony,1.0,0.0,4.0,1.0,0.0,20.0,2.0,24.0,0.0
George McCloud,1.0,0.0,4.0,2.0,1.0,6.0,3.0,10.0,1.0
Tyronn Lue,1.0,0.0,4.0,2.0,0.0,11.0,3.0,15.0,0.0
Gilbert Arenas,1.0,0.0,4.0,2.0,1.0,12.0,3.0,16.0,1.0
Hubert Davis,1.0,0.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0
Dion Glover,1.0,0.0,2.0,4.0,0.0,0.0,5.0,2.0,0.0
Charlie Ward,1.0,0.0,2.0,0.0,0.0,6.0,1.0,8.0,0.0
Walt Williams,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
John Wallace,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Bryce Drew,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0
Lavor Postell,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
Anthony Johnson,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Steve Kerr,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
P.J. Brown,0.0,26.0,0.0,0.0,21.0,0.0,0.0,0.0,47.0
Anthony Mason,0.0,15.0,8.0,0.0,18.0,4.0,0.0,12.0,33.0
Brian Grant,0.0,14.0,1.0,1.0,16.0,1.0,1.0,2.0,30.0
Popeye Jones,0.0,14.0,0.0,0.0,11.0,2.0,0.0,2.0,25.0
Scot Pollard,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0
Eduardo Najera,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
Ervin Johnson,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0
Tony Battie,0.0,9.0,0.0,1.0,4.0,0.0,1.0,0.0,13.0
Vitaly Potapenko,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0
Tyrone Hill,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,15.0
Robert Horry,0.0,7.0,6.0,0.0,4.0,1.0,0.0,7.0,11.0
Jeff Foster,0.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,16.0
Horace Grant,0.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,17.0
Patrick Ewing,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0
Kevin Willis,0.0,5.0,0.0,1.0,6.0,0.0,1.0,0.0,11.0
Greg Ostertag,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
Matt Harpring,0.0,5.0,0.0,4.0,8.0,1.0,4.0,1.0,13.0
Kelvin Cato,0.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,19.0
Tyrone Nesby,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0
Scottie Pippen,0.0,4.0,16.0,1.0,2.0,8.0,1.0,24.0,6.0
Scott Williams,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0
Bo Outlaw,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0
Brendan Haywood,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0
Jahidi White,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,13.0
Shawn Kemp,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0
Hakeem Olajuwon,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0
Art Long,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
Jerome James,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Kenny Anderson,0.0,2.0,19.0,0.0,1.0,14.0,0.0,33.0,3.0
Charles Oakley,0.0,2.0,0.0,0.0,14.0,2.0,0.0,2.0,16.0
Clarence Weatherspoon,0.0,2.0,0.0,1.0,16.0,1.0,1.0,1.0,18.0
Brian Skinner,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0
Malik Rose,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Shandon Anderson,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tony Massenburg,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,3.0
Corie Blount,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0
Greg Buckner,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Zendon Hamilton,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0
Joel Przybilla,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0
Etan Thomas,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0
Michael Doleac,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0
Vladimir Stepania,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0
Predrag Drobnjak,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Donnell Harvey,0.0,2.0,0.0,1.0,6.0,0.0,1.0,0.0,8.0
Mark Jackson,0.0,1.0,24.0,0.0,0.0,38.0,0.0,62.0,1.0
Trenton Hassell,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0
Othella Harrington,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0
Danny Manning,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hanno Mottola,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0
Gary Trent,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0
Erick Dampier,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0
Stanislav Medvedenko,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Chris Mihm,0.0,1.0,0.0,4.0,6.0,0.0,4.0,0.0,7.0
Adrian Griffin,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Darvin Ham,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
Travis Knight,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jonathan Bender,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0
Bryant Stith,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Marc Jackson,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tom Gugliotta,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Shammond Williams,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Terence Morris,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Randy Livingston,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alan Henderson,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Don Reid,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Troy Murphy,0.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,4.0
Walter McCarty,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Ira Newble,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
Evan Eschmeyer,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Zeljko Rebraca,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
Kwame Brown,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
George Lynch,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Adonal Foyle,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0
Malik Allen,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tony Parker,0.0,0.0,23.0,0.0,0.0,7.0,0.0,30.0,0.0
Chris Childs,0.0,0.0,12.0,1.0,0.0,12.0,1.0,24.0,0.0
Terry Porter,0.0,0.0,8.0,0.0,0.0,1.0,0.0,9.0,0.0
Moochie Norris,0.0,0.0,7.0,4.0,2.0,23.0,4.0,30.0,2.0
Avery Johnson,0.0,0.0,6.0,4.0,0.0,11.0,4.0,17.0,0.0
Anthony Carter,0.0,0.0,5.0,0.0,0.0,12.0,0.0,17.0,0.0
Travis Best,0.0,0.0,5.0,1.0,1.0,12.0,1.0,17.0,1.0
Mookie Blaylock,0.0,0.0,5.0,0.0,0.0,6.0,0.0,11.0,0.0
Dana Barros,0.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0
Kevin Ollie,0.0,0.0,4.0,0.0,0.0,11.0,0.0,15.0,0.0
Bob Sura,0.0,0.0,3.0,5.0,2.0,13.0,5.0,16.0,2.0
Brevin Knight,0.0,0.0,3.0,1.0,0.0,17.0,1.0,20.0,0.0
Rick Brunson,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0
Earl Boykins,0.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0
Speedy Claxton,0.0,0.0,2.0,3.0,0.0,3.0,3.0,5.0,0.0
Derek Fisher,0.0,0.0,2.0,1.0,0.0,2.0,1.0,4.0,0.0
A.J. Guyton,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0
Kendall Gill,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0
Kenny Satterfield,0.0,0.0,2.0,1.0,0.0,5.0,1.0,7.0,0.0
Jermaine Jackson,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
Joe Johnson,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0
Rafer Alston,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0
John Crotty,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
DeShawn Stevenson,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Damon Jones,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Rusty LaRue,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Howard Eisley,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Danny Ferry,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Will Solomon,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Bruce Bowen,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Brian Shaw,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Robert Pack,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Trajan Langdon,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
Oscar Torres,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
LaPhonso Ellis,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0
Bobby Simmons,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0
Eddie Robinson,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0
Anthony Peeler,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0
Antonio McDyess,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0
Calbert Cheaney,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
Jamal Crawford,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
John Starks,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Fred Hoiberg,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0
Chris Gatling,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Ryan Bowen,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0
Vonteego Cummings,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Tariq Abdul-Wahad,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Brian Scalabrine,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Wang Zhizhi,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Dalibor Bagaric,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0
Shawnelle Scott,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
Jake Voskuhl,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
Eric Montross,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
Chris Andersen,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
Olumide Oyedeji,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jud Buechler,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Mark Strickland,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Dan Majerle,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
