player,point_lead_count_wins,rebound_lead_count_wins,assist_lead_count_wins,point_lead_count_losses,rebound_lead_count_losses,assist_lead_count_losses,point_lead_count_total,rebound_lead_count_total,assist_lead_count_total
Kobe Bryant,42.0,4.0,29.0,24.0,5.0,13.0,66.0,42.0,9.0
LeBron James,40.0,8.0,39.0,26.0,7.0,23.0,66.0,62.0,15.0
Amar'e Stoudemire,32.0,25.0,0.0,14.0,9.0,0.0,46.0,0.0,34.0
Dirk Nowitzki,29.0,18.0,11.0,16.0,16.0,7.0,45.0,18.0,34.0
Tracy McGrady,26.0,3.0,24.0,8.0,1.0,11.0,34.0,35.0,4.0
Carlos Boozer,25.0,35.0,2.0,14.0,22.0,2.0,39.0,4.0,57.0
Paul Pierce,24.0,9.0,17.0,5.0,1.0,5.0,29.0,22.0,10.0
Joe Johnson,23.0,1.0,19.0,24.0,0.0,20.0,47.0,39.0,1.0
Allen Iverson,23.0,0.0,33.0,20.0,0.0,19.0,43.0,52.0,0.0
Carmelo Anthony,22.0,7.0,3.0,10.0,5.0,2.0,32.0,5.0,12.0
Brandon Roy,22.0,5.0,22.0,14.0,1.0,18.0,36.0,40.0,6.0
Chris Bosh,21.0,18.0,0.0,18.0,17.0,3.0,39.0,3.0,35.0
David West,21.0,12.0,0.0,8.0,11.0,0.0,29.0,0.0,23.0
Dwight Howard,19.0,48.0,0.0,14.0,28.0,2.0,33.0,2.0,76.0
Tim Duncan,19.0,39.0,8.0,9.0,21.0,2.0,28.0,10.0,60.0
Antawn Jamison,19.0,27.0,2.0,19.0,24.0,1.0,38.0,3.0,51.0
Yao Ming,19.0,24.0,2.0,7.0,13.0,1.0,26.0,3.0,37.0
Andre Iguodala,19.0,3.0,10.0,20.0,2.0,13.0,39.0,23.0,5.0
Richard Jefferson,19.0,2.0,1.0,23.0,2.0,1.0,42.0,2.0,4.0
Manu Ginobili,19.0,1.0,16.0,9.0,2.0,6.0,28.0,22.0,3.0
Chris Paul,19.0,0.0,54.0,10.0,0.0,25.0,29.0,79.0,0.0
Kevin Garnett,18.0,31.0,11.0,8.0,7.0,4.0,26.0,15.0,38.0
Hedo Turkoglu,18.0,2.0,16.0,12.0,2.0,11.0,30.0,27.0,4.0
Richard Hamilton,17.0,0.0,12.0,5.0,1.0,5.0,22.0,17.0,1.0
Stephen Jackson,16.0,2.0,3.0,6.0,0.0,4.0,22.0,7.0,2.0
Tony Parker,16.0,1.0,30.0,5.0,1.0,17.0,21.0,47.0,2.0
Mike Dunleavy,15.0,2.0,6.0,10.0,4.0,5.0,25.0,11.0,6.0
Deron Williams,15.0,0.0,46.0,10.0,0.0,24.0,25.0,70.0,0.0
Baron Davis,14.0,3.0,40.0,15.0,2.0,22.0,29.0,62.0,5.0
Jason Richardson,14.0,2.0,0.0,25.0,4.0,5.0,39.0,5.0,6.0
Kevin Martin,14.0,0.0,2.0,16.0,3.0,5.0,30.0,7.0,3.0
Vince Carter,13.0,9.0,6.0,23.0,3.0,12.0,36.0,18.0,12.0
Danny Granger,13.0,5.0,2.0,19.0,5.0,3.0,32.0,5.0,10.0
Caron Butler,13.0,3.0,12.0,9.0,1.0,12.0,22.0,24.0,4.0
Gerald Wallace,13.0,2.0,2.0,10.0,2.0,5.0,23.0,7.0,4.0
Chauncey Billups,13.0,0.0,38.0,7.0,0.0,14.0,20.0,52.0,0.0
Jamal Crawford,13.0,0.0,11.0,23.0,0.0,30.0,36.0,41.0,0.0
Ray Allen,13.0,0.0,4.0,3.0,1.0,2.0,16.0,6.0,1.0
Monta Ellis,12.0,7.0,4.0,8.0,1.0,6.0,20.0,10.0,8.0
Tayshaun Prince,12.0,5.0,5.0,3.0,4.0,0.0,15.0,5.0,9.0
Michael Redd,12.0,2.0,5.0,31.0,2.0,3.0,43.0,8.0,4.0
Kevin Durant,12.0,1.0,2.0,33.0,1.0,3.0,45.0,5.0,2.0
Al Jefferson,11.0,17.0,0.0,36.0,48.0,0.0,47.0,0.0,65.0
Josh Howard,11.0,12.0,3.0,10.0,5.0,0.0,21.0,3.0,17.0
Metta World Peace,11.0,1.0,5.0,11.0,6.0,8.0,22.0,13.0,7.0
Ben Gordon,11.0,0.0,2.0,17.0,1.0,4.0,28.0,6.0,1.0
Mehmet Okur,9.0,13.0,0.0,3.0,4.0,1.0,12.0,1.0,17.0
Rashard Lewis,9.0,0.0,3.0,3.0,0.0,0.0,12.0,3.0,0.0
Peja Stojakovic,9.0,0.0,1.0,7.0,2.0,0.0,16.0,1.0,2.0
LaMarcus Aldridge,8.0,12.0,0.0,15.0,17.0,0.0,23.0,0.0,29.0
Andre Miller,8.0,2.0,28.0,11.0,0.0,22.0,19.0,50.0,2.0
Dwyane Wade,8.0,1.0,5.0,27.0,4.0,30.0,35.0,35.0,5.0
Jason Terry,8.0,0.0,5.0,2.0,0.0,4.0,10.0,9.0,0.0
Josh Smith,7.0,10.0,5.0,11.0,14.0,7.0,18.0,12.0,24.0
Rasheed Wallace,7.0,10.0,1.0,4.0,6.0,0.0,11.0,1.0,16.0
Pau Gasol,7.0,6.0,3.0,7.0,16.0,6.0,14.0,9.0,22.0
Steve Nash,7.0,1.0,50.0,5.0,0.0,24.0,12.0,74.0,1.0
Mo Williams,7.0,0.0,15.0,8.0,0.0,27.0,15.0,42.0,0.0
Leandro Barbosa,7.0,0.0,0.0,5.0,0.0,1.0,12.0,1.0,0.0
Chris Kaman,6.0,19.0,0.0,7.0,29.0,2.0,13.0,2.0,48.0
Andrea Bargnani,6.0,3.0,0.0,4.0,1.0,1.0,10.0,1.0,4.0
Rudy Gay,6.0,3.0,0.0,31.0,8.0,2.0,37.0,2.0,11.0
John Salmons,6.0,2.0,5.0,5.0,3.0,5.0,11.0,10.0,5.0
Luol Deng,6.0,2.0,2.0,9.0,11.0,2.0,15.0,4.0,13.0
Corey Maggette,6.0,1.0,1.0,30.0,6.0,8.0,36.0,9.0,7.0
